budget,size,seed,obj,acc,time,projects
400,0.05,89,8135.048000000032,10043,1460.8314468860626,"[13, 15, 16, 21, 27, 50, 51, 66, 80]"
400,0.05,90,7824.056000000022,9649,3213.795734643936,"[15, 16, 21, 22, 27, 51, 61, 66, 80]"
400,0.08,0,7824.056000000022,9649,3914.9290130138397,"[15, 16, 21, 22, 27, 51, 61, 66, 80]"
400,0.08,12,7818.072000000033,9616,3988.5276687145233,"[13, 15, 16, 21, 27, 61, 66, 79, 80]"
400,0.08,23,7869.387000000021,9870,6021.54251074791,"[15, 16, 21, 27, 50, 51, 61, 66, 80]"
400,0.08,34,7493.106000000022,9117,2546.1323437690735,"[15, 21, 22, 27, 51, 61, 66, 79, 80]"
400,0.08,45,7493.106000000022,9117,2185.947700023651,"[15, 21, 22, 27, 51, 61, 66, 79, 80]"
400,0.08,56,7857.605000000029,9647,1150.6568610668182,"[13, 15, 21, 26, 27, 32, 53, 66]"
400,0.08,67,7869.387000000021,9870,5299.841039180756,"[15, 16, 21, 27, 50, 51, 61, 66, 80]"
400,0.08,78,7824.056000000022,9649,2711.886910200119,"[15, 16, 21, 22, 27, 51, 61, 66, 80]"
400,0.08,89,7674.373000000021,9443,2689.4359753131866,"[15, 21, 22, 27, 28, 51, 66, 68, 80]"
400,0.08,90,7693.572000000018,9411,3443.4018862247467,"[15, 21, 22, 27, 45, 66, 68, 80]"
400,0.1,0,7824.056000000022,9649,2664.0206055641174,"[15, 16, 21, 22, 27, 51, 61, 66, 80]"
400,0.1,12,7939.638000000023,9851,6148.203133583069,"[15, 16, 21, 22, 27, 50, 51, 66, 80]"
400,0.1,23,7939.638000000023,9851,3545.129091024399,"[15, 16, 21, 22, 27, 50, 51, 66, 80]"
400,0.1,34,7909.483000000024,9739,5188.0644018650055,"[13, 15, 21, 22, 27, 66, 68, 80]"
400,0.1,45,7939.638000000023,9851,6018.6813044548035,"[15, 16, 21, 22, 27, 50, 51, 66, 80]"
400,0.1,56,7669.700000000035,9446,2180.847513437271,"[13, 15, 16, 21, 22, 27, 51, 66, 80]"
400,0.1,67,8135.048000000032,10043,9785.829406499863,"[13, 15, 16, 21, 27, 50, 51, 66, 80]"
400,0.1,78,8200.409000000029,10100,10269.110835790634,"[13, 15, 16, 21, 27, 50, 66, 79, 80]"
400,0.1,89,7869.387000000021,9870,5641.020568609238,"[15, 16, 21, 27, 50, 51, 61, 66, 80]"
400,0.1,90,7869.387000000021,9870,4772.074412822723,"[15, 16, 21, 27, 50, 51, 61, 66, 80]"
