budget,size,seed,obj,time,loss_bound,projects
100,0.01,0,164425.69225563642,10.531247854232788,10.5,"[26, 27]"
100,0.01,12,164712.4221579359,7.03360915184021,10.5,"[21, 22]"
100,0.01,23,162314.8882362769,6.546104669570923,10.5,"[21, 60]"
100,0.01,34,164248.1235219008,7.277866363525391,10.5,"[58, 65]"
100,0.01,45,164425.69225563642,8.130226850509644,10.5,"[26, 27]"
100,0.01,56,160363.4250838096,5.138161659240723,10.5,"[28, 67]"
100,0.01,67,164248.1235219008,8.990580797195435,10.5,"[58, 65]"
100,0.01,78,164425.69225563642,6.956892967224121,10.5,"[26, 27]"
100,0.01,89,160363.4250838096,5.305664300918579,10.5,"[28, 67]"
100,0.01,90,164248.1235219008,5.920955419540405,10.5,"[58, 65]"
100,0.02,0,164248.1235219008,20.659289121627808,21.0,"[58, 65]"
100,0.02,12,164248.1235219008,15.434536218643188,21.0,"[58, 65]"
100,0.02,23,164248.1235219008,13.789061784744263,21.0,"[58, 65]"
100,0.02,34,164248.1235219008,11.695920944213867,21.0,"[58, 65]"
100,0.02,45,164248.1235219008,17.839011192321777,21.0,"[58, 65]"
100,0.02,56,164248.1235219008,18.839054822921753,21.0,"[58, 65]"
100,0.02,67,164712.4221579359,18.837138414382935,21.0,"[21, 22]"
100,0.02,78,164248.1235219008,16.44945240020752,21.0,"[58, 65]"
100,0.02,89,164248.1235219008,14.505277872085571,21.0,"[58, 65]"
100,0.02,90,164248.1235219008,17.103384494781494,21.0,"[58, 65]"
100,0.03,0,164248.1235219008,40.09896397590637,31.5,"[58, 65]"
100,0.03,12,164248.1235219008,42.044429540634155,31.5,"[58, 65]"
100,0.03,23,164425.69225563642,49.98995494842529,31.5,"[26, 27]"
100,0.03,34,164712.4221579359,39.43373227119446,31.5,"[21, 22]"
100,0.03,45,164712.4221579359,42.9618079662323,31.5,"[21, 22]"
100,0.03,56,164248.1235219008,40.32997155189514,31.5,"[58, 65]"
100,0.03,67,164425.69225563642,38.43196940422058,31.5,"[26, 27]"
100,0.03,78,164712.4221579359,35.25680875778198,31.5,"[21, 22]"
100,0.03,89,164712.4221579359,33.31441783905029,31.5,"[21, 22]"
100,0.03,90,164712.4221579359,35.53061389923096,31.5,"[21, 22]"
100,0.04,0,164248.1235219008,291.62297916412354,42.3,"[58, 65]"
100,0.04,12,164248.1235219008,61.448243141174316,42.3,"[58, 65]"
100,0.04,23,164712.4221579359,62.33642911911011,42.3,"[21, 22]"
100,0.04,34,164712.4221579359,239.34893703460693,42.3,"[21, 22]"
100,0.04,45,164248.1235219008,75.38128185272217,42.3,"[58, 65]"
100,0.04,56,164248.1235219008,212.72230529785156,42.3,"[58, 65]"
100,0.04,67,164712.4221579359,67.41666769981384,42.3,"[21, 22]"
100,0.04,78,164712.4221579359,195.7809476852417,42.3,"[21, 22]"
100,0.04,89,164712.4221579359,360.40339708328247,42.3,"[21, 22]"
100,0.04,90,164425.69225563642,62.54963707923889,42.3,"[26, 27]"
100,0.05,0,164248.1235219008,269.39949083328247,52.8,"[58, 65]"
100,0.05,12,164712.4221579359,608.4244356155396,52.8,"[21, 22]"
100,0.05,23,164248.1235219008,282.8498966693878,52.8,"[58, 65]"
100,0.05,34,164425.69225563642,477.8938241004944,52.8,"[26, 27]"
100,0.05,45,164712.4221579359,370.5776906013489,52.8,"[21, 22]"
100,0.05,56,164712.4221579359,407.805517911911,52.8,"[21, 22]"
100,0.05,67,164712.4221579359,440.5550196170807,52.8,"[21, 22]"
100,0.05,78,164712.4221579359,371.71693420410156,52.8,"[21, 22]"
100,0.05,89,164712.4221579359,456.6826083660126,52.8,"[21, 22]"
100,0.05,90,164712.4221579359,514.3859264850616,52.8,"[21, 22]"
300,0.01,0,186537.65009832836,11.287640810012817,10.5,"[9, 26, 27, 28, 51, 58, 65]"
300,0.01,12,182592.78721991327,12.962023496627808,10.5,"[8, 9, 10, 51, 58, 65]"
300,0.01,23,173047.06867386107,10.206574440002441,10.5,"[14, 15, 16, 60, 67, 74]"
300,0.01,34,187554.97117318457,8.554600715637207,10.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.01,45,187554.97117318457,17.742273330688477,10.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.01,56,182659.78132838203,21.981003046035767,10.5,"[8, 9, 51, 58, 65, 72]"
300,0.01,67,167346.44806533176,16.37999415397644,10.5,"[14, 15, 51, 60, 67, 74]"
300,0.01,78,165655.5646693183,22.137428760528564,10.5,"[13, 14, 19, 20, 50, 57]"
300,0.01,89,175318.44920181422,13.47842001914978,10.5,"[15, 16, 27, 28, 60, 67, 74]"
300,0.01,90,173047.06867386107,14.2107834815979,10.5,"[14, 15, 16, 60, 67, 74]"
300,0.02,0,187554.97117318457,51.26188135147095,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.02,12,187554.97117318457,34.915969133377075,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.02,23,187554.97117318457,63.25237011909485,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.02,34,186537.65009832836,37.6561381816864,21.0,"[9, 26, 27, 28, 51, 58, 65]"
300,0.02,45,183858.3097105746,57.19241523742676,21.0,"[24, 25, 26, 27, 28, 68]"
300,0.02,56,187554.97117318457,71.11618828773499,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.02,67,187554.97117318457,73.04539918899536,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.02,78,186537.65009832836,60.81219458580017,21.0,"[9, 26, 27, 28, 51, 58, 65]"
300,0.02,89,186537.65009832836,134.60342502593994,21.0,"[9, 26, 27, 28, 51, 58, 65]"
300,0.02,90,187554.97117318457,149.90742778778076,21.0,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,0,187554.97117318457,367.74768447875977,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,12,187554.97117318457,256.17976093292236,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,23,187554.97117318457,236.65451216697693,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,34,187554.97117318457,448.6448836326599,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,45,187554.97117318457,512.0369074344635,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,56,187554.97117318457,244.6707034111023,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,67,187554.97117318457,503.68107414245605,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,78,187554.97117318457,209.20160698890686,31.5,"[7, 26, 27, 28, 51, 58, 65]"
300,0.03,89,186537.65009832836,414.5776557922363,31.5,"[9, 26, 27, 28, 51, 58, 65]"
300,0.03,90,182215.38571191562,673.8700263500214,31.5,"[6, 7, 8, 9, 10, 49, 59]"
300,0.04,0,184951.53883393505,1429.1469802856445,42.3,"[26, 27, 51, 58, 65, 72]"
300,0.04,12,187554.97117318457,428.52342915534973,42.3,"[7, 26, 27, 28, 51, 58, 65]"
300,0.04,23,183858.3097105746,1893.0052299499512,42.3,"[24, 25, 26, 27, 28, 68]"
300,0.04,34,187554.97117318457,869.3276741504669,42.3,"[7, 26, 27, 28, 51, 58, 65]"
300,0.04,45,187554.97117318457,956.9903428554535,42.3,"[7, 26, 27, 28, 51, 58, 65]"
300,0.04,56,186537.65009832836,1820.648235797882,42.3,"[9, 26, 27, 28, 51, 58, 65]"
300,0.04,67,183858.3097105746,1756.5842862129211,42.3,"[24, 25, 26, 27, 28, 68]"
300,0.04,78,187554.97117318457,833.409184217453,42.3,"[7, 26, 27, 28, 51, 58, 65]"
300,0.04,89,185958.35991505132,1766.8867995738983,42.3,"[16, 26, 27, 28, 51, 58, 65]"
300,0.04,90,183858.3097105746,1131.4853339195251,42.3,"[24, 25, 26, 27, 28, 68]"
300,0.05,0,187554.97117318457,1443.3174891471863,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,12,187554.97117318457,4303.2123556137085,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,23,187554.97117318457,1598.298159122467,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,34,183858.3097105746,2800.476051092148,52.8,"[24, 25, 26, 27, 28, 68]"
300,0.05,45,187554.97117318457,1599.0853505134583,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,56,187554.97117318457,1528.7609384059906,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,67,187554.97117318457,2092.58411860466,52.8,"[7, 26, 27, 28, 51, 58, 65]"
300,0.05,78,183420.83094799976,1964.794162273407,52.8,"[16, 26, 27, 28, 61, 66, 68]"
300,0.05,89,183858.3097105746,1945.0208706855774,52.8,"[24, 25, 26, 27, 28, 68]"
300,0.05,90,187554.97117318457,3434.6050939559937,52.8,"[7, 26, 27, 28, 51, 58, 65]"
500,0.01,0,191637.35845054942,12.403657913208008,10.5,"[18, 19, 20, 21, 22, 47, 54, 61, 63, 68]"
500,0.01,12,202910.96571821385,19.43799638748169,10.5,"[6, 7, 8, 9, 10, 16, 47, 51, 53, 58, 65]"
500,0.01,23,190448.2564655061,10.612323999404907,10.5,"[14, 15, 16, 21, 26, 27, 51, 58, 60, 67, 74]"
500,0.01,34,196598.00570792967,11.103484153747559,10.5,"[14, 15, 26, 27, 28, 51, 58, 60, 65, 67, 74]"
500,0.01,45,200798.4917460531,15.515209197998047,10.5,"[7, 26, 27, 28, 32, 33, 51, 58, 65, 72, 81]"
500,0.01,56,195007.448619907,19.319973707199097,10.5,"[14, 15, 16, 28, 51, 58, 60, 65, 67, 72, 74]"
500,0.01,67,186795.49464520297,24.440195560455322,10.5,"[6, 7, 8, 9, 14, 15, 28, 53, 60, 67, 74]"
500,0.01,78,207773.50970047622,32.665444135665894,10.5,"[6, 7, 8, 9, 10, 26, 51, 52, 59, 66, 73]"
500,0.01,89,192079.37164703442,12.405936241149902,10.5,"[14, 15, 16, 21, 26, 27, 28, 51, 60, 67, 74]"
500,0.01,90,196149.25699322924,14.167679071426392,10.5,"[14, 15, 16, 26, 27, 51, 58, 60, 65, 67, 74]"
500,0.02,0,205466.45673522996,110.0160322189331,21.0,"[19, 20, 21, 22, 26, 27, 28, 51, 58, 61, 65]"
500,0.02,12,210054.41972473764,41.848965883255005,21.0,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.02,23,210054.41972473764,60.31290125846863,21.0,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.02,34,205443.80931671895,46.688090085983276,21.0,"[8, 9, 10, 25, 26, 27, 28, 51, 58, 65, 66]"
500,0.02,45,210469.97689275455,75.65646409988403,21.0,"[7, 8, 9, 10, 25, 26, 27, 28, 51, 58, 65]"
500,0.02,56,210469.97689275455,102.97610807418823,21.0,"[7, 8, 9, 10, 25, 26, 27, 28, 51, 58, 65]"
500,0.02,67,200578.34861462237,100.57733154296875,21.0,"[16, 21, 25, 26, 27, 28, 51, 58, 60, 65, 67]"
500,0.02,78,207933.69860702925,101.8337049484253,21.0,"[7, 8, 9, 10, 26, 27, 28, 51, 58, 65, 66]"
500,0.02,89,204955.3384228926,65.80839562416077,21.0,"[6, 7, 8, 9, 10, 49, 51, 52, 58, 59, 65]"
500,0.02,90,207579.8310100072,134.45798802375793,21.0,"[14, 15, 16, 25, 26, 27, 28, 51, 58, 65, 72]"
500,0.03,0,209127.8856048381,287.15679907798767,31.5,"[7, 8, 9, 10, 26, 27, 28, 47, 51, 58, 65]"
500,0.03,12,210054.41972473764,291.3607714176178,31.5,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.03,23,210054.41972473764,378.3181781768799,31.5,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.03,34,207759.77821330095,420.14449405670166,31.5,"[7, 8, 9, 10, 26, 51, 58, 59, 65, 66, 73]"
500,0.03,45,209127.8856048381,543.9912338256836,31.5,"[7, 8, 9, 10, 26, 27, 28, 47, 51, 58, 65]"
500,0.03,56,210054.41972473764,313.71433758735657,31.5,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.03,67,210054.41972473764,425.12044882774353,31.5,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.03,78,210054.41972473764,275.55125188827515,31.5,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.03,89,211124.73870562128,483.0898389816284,31.5,"[7, 8, 9, 10, 26, 27, 28, 52, 59, 66, 73]"
500,0.03,90,206953.82860973317,611.7630603313446,31.5,"[7, 8, 9, 10, 26, 27, 28, 47, 52, 59, 66]"
500,0.04,0,210819.8757818678,1371.414718389511,42.3,"[6, 7, 8, 9, 10, 26, 27, 51, 58, 65, 72]"
500,0.04,12,209127.8856048381,685.3148784637451,42.3,"[7, 8, 9, 10, 26, 27, 28, 47, 51, 58, 65]"
500,0.04,23,209630.09881804502,1331.8303816318512,42.3,"[6, 7, 8, 9, 10, 26, 47, 51, 58, 65, 72]"
500,0.04,34,210054.41972473764,703.4265925884247,42.3,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.04,45,210054.41972473764,712.6887404918671,42.3,"[6, 7, 8, 9, 10, 26, 27, 28, 51, 58, 65]"
500,0.04,56,210469.97689275455,1461.5855588912964,42.3,"[7, 8, 9, 10, 25, 26, 27, 28, 51, 58, 65]"
