budget,size,seed,obj,time,loss_bound,projects
100,0.01,0,164712.4221579359,10.87580943107605,10.5,"[21, 22]"
100,0.01,12,164248.1235219008,4.901300430297852,10.5,"[58, 65]"
100,0.01,23,164712.4221579359,5.501250267028809,10.5,"[21, 22]"
100,0.01,34,163130.875317269,6.05551815032959,10.5,"[27, 28]"
100,0.01,45,164712.4221579359,3.734631299972534,10.5,"[21, 22]"
100,0.01,56,163699.15482394464,2.963469982147217,10.5,"[15, 16]"
100,0.01,67,161392.08413567068,4.877133369445801,10.5,"[26, 72]"
100,0.01,78,161905.82149935447,5.452524423599243,10.5,"[9, 10]"
100,0.01,89,164248.1235219008,6.1271138191223145,10.5,"[58, 65]"
100,0.01,90,164712.4221579359,10.176531791687012,10.5,"[21, 22]"
100,0.02,0,164712.4221579359,21.263025522232056,21.0,"[21, 22]"
100,0.02,12,164248.1235219008,17.35277271270752,21.0,"[58, 65]"
100,0.02,23,164712.4221579359,13.122751712799072,21.0,"[21, 22]"
100,0.02,34,163130.875317269,14.778055191040039,21.0,"[27, 28]"
100,0.02,45,164712.4221579359,16.86168336868286,21.0,"[21, 22]"
100,0.02,56,164425.69225563642,16.558749675750732,21.0,"[26, 27]"
100,0.02,67,164712.4221579359,20.484901666641235,21.0,"[21, 22]"
100,0.02,78,164712.4221579359,13.983308792114258,21.0,"[21, 22]"
100,0.02,89,164248.1235219008,17.25522255897522,21.0,"[58, 65]"
100,0.02,90,164712.4221579359,14.081550121307373,21.0,"[21, 22]"
100,0.03,0,164248.1235219008,38.99558234214783,31.5,"[58, 65]"
100,0.03,12,164248.1235219008,44.15177369117737,31.5,"[58, 65]"
100,0.03,23,164712.4221579359,33.50153422355652,31.5,"[21, 22]"
100,0.03,34,163130.875317269,31.331355571746826,31.5,"[27, 28]"
100,0.03,45,164248.1235219008,41.22861957550049,31.5,"[58, 65]"
100,0.03,56,164425.69225563642,39.72583079338074,31.5,"[26, 27]"
100,0.03,67,164712.4221579359,41.874064683914185,31.5,"[21, 22]"
100,0.03,78,164712.4221579359,41.75433897972107,31.5,"[21, 22]"
100,0.03,89,162747.921638476,40.01193070411682,31.5,"[61, 68]"
100,0.03,90,164712.4221579359,36.91013503074646,31.5,"[21, 22]"
100,0.04,0,164712.4221579359,89.44412207603455,42.3,"[21, 22]"
100,0.04,12,164248.1235219008,205.57621216773987,42.3,"[58, 65]"
100,0.04,23,164712.4221579359,70.27401232719421,42.3,"[21, 22]"
100,0.04,34,164248.1235219008,54.6094024181366,42.3,"[58, 65]"
100,0.04,45,164425.69225563642,70.7119197845459,42.3,"[26, 27]"
100,0.04,56,164425.69225563642,91.8767638206482,42.3,"[26, 27]"
100,0.04,67,164712.4221579359,93.83943843841553,42.3,"[21, 22]"
