budget,size,seed,obj,acc,time,loss_bound,projects
100,0.01,0,2008.2150000000022,2911,52.219850063323975,14.0,"[6, 13]"
100,0.01,12,2008.2150000000022,2911,51.62440848350525,14.0,"[6, 13]"
100,0.01,23,2720.5050000000047,3702,40.65029525756836,14.0,"[13, 60]"
100,0.01,34,1653.6169999999854,2675,46.38247275352478,14.0,"[79, 80]"
100,0.01,45,2287.9689999999882,3415,45.92865347862244,14.0,"[60, 67]"
100,0.01,56,1894.6879999999944,2763,42.437517166137695,14.0,"[13, 22]"
100,0.01,67,2008.2150000000022,2911,59.62767004966736,14.0,"[6, 13]"
100,0.01,78,2008.2150000000022,2911,57.9271821975708,14.0,"[6, 13]"
100,0.01,89,2287.9689999999882,3415,58.40587258338928,14.0,"[60, 67]"
100,0.01,90,2457.8310000000038,3617,65.00516963005066,14.0,"[15, 16]"
100,0.02,0,2326.270999999997,3523,86.7520124912262,28.0,"[21, 22]"
100,0.02,12,2326.270999999997,3523,82.29296588897705,28.0,"[21, 22]"
100,0.02,23,2457.8310000000038,3617,73.31729817390442,28.0,"[15, 16]"
100,0.02,34,2287.9689999999882,3415,81.17393279075624,28.0,"[60, 67]"
100,0.02,45,2287.9689999999882,3415,85.85255432128906,28.0,"[60, 67]"
100,0.02,56,2055.3199999999906,3082,85.54125261306763,28.0,"[60, 61]"
100,0.02,67,2457.8310000000038,3617,84.93185758590698,28.0,"[15, 16]"
100,0.02,78,2267.144999999997,3252,96.26754236221312,28.0,"[20, 60]"
100,0.02,89,2055.3199999999906,3082,86.12468767166138,28.0,"[60, 61]"
100,0.02,90,2055.3199999999906,3082,90.94380450248718,28.0,"[60, 61]"
100,0.03,0,2287.9689999999882,3415,171.03762817382812,52.5,"[60, 67]"
100,0.03,12,2287.9689999999882,3415,170.297598361969,52.5,"[60, 67]"
100,0.03,23,2720.5050000000047,3702,159.75978183746338,52.5,"[13, 60]"
100,0.03,34,2287.9689999999882,3415,147.11060905456543,42.0,"[60, 67]"
100,0.03,45,2162.0199999999986,3220,166.46784591674802,42.0,"[15, 60]"
100,0.03,56,1863.2539999999808,2782,219.61172914505005,42.0,"[6, 12]"
