budget,size,seed,obj,acc,time,loss_bound,projects
100,0.01,0,79.09375000000728,523,17.6036217212677,10.5,"[21, 66]"
100,0.01,12,79.09375000000728,523,17.557487964630127,10.5,"[21, 66]"
100,0.01,23,113.31249999998909,1295,19.748002529144287,10.5,"[15, 51]"
100,0.01,34,225.12499999999818,2164,25.138378858566284,10.5,"[13, 60]"
100,0.01,45,225.12499999999818,2164,23.71173882484436,10.5,"[13, 60]"
100,0.01,56,104.83125000000291,742,20.883926391601562,10.5,"[21, 79]"
100,0.01,67,172.16874999999345,1600,22.167107582092285,10.5,"[60, 67]"
100,0.01,78,225.12499999999818,2164,20.85115337371826,10.5,"[13, 60]"
100,0.01,89,194.54374999999527,1465,20.661794662475586,10.5,"[12, 60]"
100,0.01,90,225.12499999999818,2164,24.031372785568237,10.5,"[13, 60]"
100,0.02,0,225.12499999999818,2164,29.721691846847534,21.0,"[13, 60]"
100,0.02,12,79.09375000000728,523,32.354777812957764,21.0,"[21, 66]"
100,0.02,23,225.12499999999818,2164,42.82036352157593,21.0,"[13, 60]"
100,0.02,34,178.03749999999673,1438,46.16028928756714,21.0,"[21, 60]"
100,0.02,45,103.66875000000437,1065,35.5755181312561,21.0,"[13, 82]"
100,0.02,56,138.40624999999636,1433,37.93583583831787,21.0,"[15, 79]"
100,0.02,67,174.06249999999454,1235,37.924126386642456,21.0,"[6, 12]"
100,0.02,78,225.12499999999818,2164,40.78727912902832,21.0,"[13, 60]"
100,0.02,89,91.78750000000218,593,41.9747428894043,21.0,"[26, 68]"
100,0.02,90,191.45624999999382,1297,30.82077932357788,21.0,"[12, 50]"
100,0.03,0,225.12499999999818,2164,59.35917925834656,31.5,"[13, 60]"
100,0.03,12,48.88750000000073,374,59.901182651519775,31.5,"[35, 82]"
100,0.03,23,225.12499999999818,2164,64.7094783782959,31.5,"[13, 60]"
100,0.03,34,184.074999999988,1451,63.60483694076538,31.5,"[60, 61]"
100,0.03,45,152.5812500000102,1565,58.67390418052673,31.5,"[21, 22]"
100,0.03,56,193.34374999999818,1600,51.086188316345215,31.5,"[60, 79]"
100,0.03,67,174.06249999999454,1235,47.716800928115845,31.5,"[6, 12]"
100,0.03,78,174.06249999999454,1235,49.176745653152466,31.5,"[6, 12]"
100,0.03,89,194.54374999999527,1465,60.00417876243591,31.5,"[12, 60]"
100,0.03,90,152.5812500000102,1565,57.37164640426636,31.5,"[21, 22]"
100,0.04,0,225.12499999999818,2164,76.9774055480957,42.3,"[13, 60]"
100,0.04,12,225.12499999999818,2164,75.07881474494934,42.3,"[13, 60]"
100,0.04,23,136.4875000000029,875,89.36911010742188,42.3,"[12, 79]"
100,0.04,34,225.12499999999818,2164,90.90057682991028,42.3,"[13, 60]"
100,0.04,45,152.5812500000102,1565,74.23371505737305,42.3,"[21, 22]"
100,0.04,56,225.12499999999818,2164,66.96611022949219,42.3,"[13, 60]"
100,0.04,67,174.06249999999454,1235,60.83267259597778,42.3,"[6, 12]"
100,0.04,78,174.06249999999454,1235,71.13223338127136,42.3,"[6, 12]"
100,0.04,89,174.06249999999454,1235,82.6936891078949,42.3,"[6, 12]"
100,0.04,90,174.06249999999454,1235,77.43583655357361,42.3,"[6, 12]"
100,0.05,0,225.12499999999818,2164,98.92942690849304,52.8,"[13, 60]"
100,0.05,12,225.12499999999818,2164,88.2088897228241,52.8,"[13, 60]"
100,0.05,23,136.4875000000029,875,90.71584010124207,52.8,"[12, 79]"
100,0.05,34,184.074999999988,1451,106.03569793701172,52.8,"[60, 61]"
100,0.05,45,152.5812500000102,1565,88.60456967353821,52.8,"[21, 22]"
100,0.05,56,225.12499999999818,2164,108.34777021408081,52.8,"[13, 60]"
100,0.05,67,174.06249999999454,1235,79.0729398727417,52.8,"[6, 12]"
100,0.05,78,225.12499999999818,2164,95.44016551971436,52.8,"[13, 60]"
100,0.05,89,225.12499999999818,2164,105.36752414703369,52.8,"[13, 60]"
100,0.05,90,178.03749999999673,1438,99.17922186851501,52.8,"[21, 60]"
300,0.01,0,208.08750000000146,1790,42.56461215019226,10.5,"[20, 27, 35, 66, 78, 82]"
300,0.01,12,208.08750000000146,1790,42.3636040687561,10.5,"[20, 27, 35, 66, 78, 82]"
300,0.01,23,483.5187499999756,4430,47.21833300590515,10.5,"[15, 51, 60, 66, 67, 68]"
300,0.01,34,496.7937499999989,4646,64.8549747467041,10.5,"[13, 21, 22, 60, 66, 75]"
300,0.01,45,560.5250000000051,5437,58.40622854232788,10.5,"[13, 15, 21, 22, 66, 68]"
300,0.01,56,430.2375000000011,3805,50.73088216781616,10.5,"[15, 21, 51, 60, 66, 79]"
300,0.01,67,480.4124999999858,3681,48.80459380149841,10.5,"[6, 12, 60, 67, 75, 80]"
300,0.01,78,533.712499999996,4521,48.9664146900177,10.5,"[6, 12, 13, 45, 60, 79]"
300,0.01,89,440.8499999999949,3689,46.48880910873413,10.5,"[12, 26, 27, 45, 60, 75]"
300,0.01,90,496.8562499999789,4311,54.00904560089111,10.5,"[6, 15, 60, 66, 67, 68]"
300,0.02,0,522.8624999999829,4690,108.71651268005371,21.0,"[12, 13, 15, 60, 61, 67]"
300,0.02,12,298.2937500000098,2516,78.2254421710968,21.0,"[21, 30, 66, 73, 75, 82]"
300,0.02,23,565.7187500000091,5367,118.88609838485718,21.0,"[15, 21, 22, 27, 66, 68]"
300,0.02,34,496.41874999999345,4504,139.2354121208191,21.0,"[21, 45, 60, 66, 67, 68]"
300,0.02,45,405.05000000002474,3818,79.17519474029541,21.0,"[21, 22, 32, 66, 73, 82]"
300,0.02,56,361.2750000000033,3273,104.68962502479553,21.0,"[15, 21, 51, 66, 75, 79]"
300,0.02,67,485.54374999999527,4183,99.07563614845276,21.0,"[6, 12, 22, 45, 60, 75]"
300,0.02,78,498.89374999998836,4176,91.63122367858887,21.0,"[6, 12, 45, 60, 61, 68]"
300,0.02,89,432.6312500000131,3460,99.38655734062195,21.0,"[12, 21, 22, 26, 68, 79]"
300,0.02,90,525.9187500000044,4896,89.19386649131775,21.0,"[6, 15, 21, 22, 66, 68]"
300,0.03,0,547.5000000000036,4855,133.64267921447754,31.5,"[12, 13, 15, 21, 22, 68]"
300,0.03,12,532.9062500000164,4922,178.75279688835144,31.5,"[15, 16, 21, 26, 27, 66]"
300,0.03,23,565.7187500000091,5367,148.70332384109497,31.5,"[15, 21, 22, 27, 66, 68]"
300,0.03,34,554.9687499999909,4726,162.66942167282104,31.5,"[21, 27, 60, 61, 66, 80]"
300,0.03,45,574.9624999999942,5058,155.13932704925537,31.5,"[13, 21, 22, 26, 27, 32]"
300,0.03,56,533.6000000000022,4625,126.8876371383667,31.5,"[12, 13, 21, 60, 66, 79]"
300,0.03,67,543.918749999988,4455,141.0581991672516,31.5,"[6, 12, 60, 66, 67, 68]"
300,0.03,78,488.11249999999563,3858,119.78557753562927,31.5,"[6, 12, 22, 60, 75, 79]"
300,0.03,89,516.4812499999989,4147,149.21351838111877,31.5,"[21, 26, 27, 60, 68, 80]"
300,0.03,90,576.7000000000062,5420,130.33808827400208,31.5,"[12, 13, 21, 22, 66, 68]"
300,0.04,0,547.5000000000036,4855,224.07144331932068,42.3,"[12, 13, 15, 21, 22, 68]"
300,0.04,12,572.9250000000065,4941,212.58004474639893,42.3,"[13, 15, 21, 26, 27, 32]"
300,0.04,23,565.7187500000091,5367,198.29597783088684,42.3,"[15, 21, 22, 27, 66, 68]"
300,0.04,34,565.7187500000091,5367,184.3927707672119,42.3,"[15, 21, 22, 27, 66, 68]"
300,0.04,45,530.1187500000124,4743,153.84835028648376,42.3,"[15, 21, 22, 26, 27, 68]"
300,0.04,56,533.6000000000022,4625,185.4148247241974,42.3,"[12, 13, 21, 60, 66, 79]"
300,0.04,67,543.918749999988,4455,218.18780040740967,42.3,"[6, 12, 60, 66, 67, 68]"
300,0.04,78,543.918749999988,4455,170.15136122703552,42.3,"[6, 12, 60, 66, 67, 68]"
300,0.04,89,538.5624999999818,4272,216.38093161582947,42.3,"[6, 12, 21, 26, 27, 60]"
300,0.04,90,539.1875000000018,4879,206.4309687614441,42.3,"[6, 12, 21, 22, 66, 68]"
300,0.05,0,576.7000000000062,5420,239.32289004325867,52.8,"[12, 13, 21, 22, 66, 68]"
300,0.05,12,621.1437499999847,5242,219.67655181884766,52.8,"[13, 21, 26, 27, 32, 60]"
300,0.05,23,521.2249999999985,4700,281.16858315467834,52.8,"[12, 21, 22, 27, 66, 68]"
300,0.05,34,565.7187500000091,5367,368.0900950431824,52.8,"[15, 21, 22, 27, 66, 68]"
300,0.05,45,574.9624999999942,5058,219.99970245361328,52.8,"[13, 21, 22, 26, 27, 32]"
300,0.05,56,621.1437499999847,5242,222.55101704597473,52.8,"[13, 21, 26, 27, 32, 60]"
300,0.05,67,543.918749999988,4455,251.01969718933105,52.8,"[6, 12, 60, 66, 67, 68]"
300,0.05,78,543.918749999988,4455,230.37424993515015,52.8,"[6, 12, 60, 66, 67, 68]"
300,0.05,89,547.8937499999902,4551,256.9369857311249,52.8,"[21, 26, 27, 60, 75, 80]"
300,0.05,90,576.7000000000062,5420,234.49526000022888,52.8,"[12, 13, 21, 22, 66, 68]"
500,0.01,0,613.0062499999931,5965,69.08984994888306,10.5,"[13, 15, 16, 20, 22, 27, 28, 30, 35, 66, 82]"
500,0.01,12,613.0062499999931,5965,69.33213806152344,10.5,"[13, 15, 16, 20, 22, 27, 28, 30, 35, 66, 82]"
500,0.01,23,976.2937499999953,8165,71.49827337265015,10.5,"[15, 16, 21, 26, 27, 32, 51, 60, 61, 66, 67]"
500,0.01,34,810.2562499999876,6642,91.256014585495,10.5,"[14, 16, 21, 22, 50, 51, 60, 66, 75, 79, 80]"
500,0.01,45,785.6562500000182,7365,79.9513111114502,10.5,"[13, 15, 21, 22, 32, 35, 66, 68, 73, 82]"
500,0.01,56,766.9812499999971,6091,68.7541275024414,10.5,"[15, 21, 26, 32, 51, 60, 61, 66, 78, 79]"
500,0.01,67,860.868750000016,7010,61.623589515686035,10.5,"[6, 12, 13, 15, 16, 21, 22, 27, 51, 75, 80]"
500,0.01,78,860.5000000000036,7225,74.99987936019897,10.5,"[6, 12, 13, 16, 28, 45, 60, 66, 67, 68, 79]"
