budget,size,seed,obj,acc,time,loss_bound,projects
100,0.01,0,202.1437500000011,1764,20.676387310028076,10.5,"[13, 50]"
100,0.01,12,181.7312499999971,1500,19.066272258758545,10.5,"[60, 75]"
100,0.01,23,190.2312499999971,1301,20.916255235671997,10.5,"[60, 80]"
100,0.01,34,225.12499999999818,2164,22.111809968948364,10.5,"[13, 60]"
100,0.01,45,192.71874999999636,1391,19.50909399986267,10.5,"[50, 60]"
100,0.01,56,118.80625000000146,871,18.174921989440918,10.5,"[26, 27]"
100,0.01,67,225.12499999999818,2164,20.52218770980835,10.5,"[13, 60]"
100,0.01,78,188.01249999999527,1395,18.612717390060425,10.5,"[6, 60]"
100,0.01,89,191.45624999999382,1297,15.499166250228882,10.5,"[12, 50]"
100,0.01,90,191.45624999999382,1297,15.08855676651001,10.5,"[12, 50]"
100,0.02,0,225.12499999999818,2164,35.26127362251282,21.0,"[13, 60]"
100,0.02,12,181.7312499999971,1500,36.93334603309631,21.0,"[60, 75]"
100,0.02,23,225.12499999999818,2164,36.21062397956848,21.0,"[13, 60]"
100,0.02,34,225.12499999999818,2164,36.59927034378052,21.0,"[13, 60]"
100,0.02,45,181.7312499999971,1500,36.93018674850464,21.0,"[60, 75]"
100,0.02,56,225.12499999999818,2164,37.74302101135254,21.0,"[13, 60]"
100,0.02,67,225.12499999999818,2164,33.745346784591675,21.0,"[13, 60]"
100,0.02,78,225.12499999999818,2164,37.6654486656189,21.0,"[13, 60]"
100,0.02,89,190.2312499999971,1301,33.22467803955078,21.0,"[60, 80]"
100,0.02,90,192.71874999999636,1391,40.424147605895996,21.0,"[50, 60]"
100,0.03,0,225.12499999999818,2164,54.57902193069458,31.5,"[13, 60]"
100,0.03,12,190.2312499999971,1301,49.22461223602295,31.5,"[60, 80]"
100,0.03,23,225.12499999999818,2164,52.84763288497925,31.5,"[13, 60]"
100,0.03,34,225.12499999999818,2164,46.06976318359375,31.5,"[13, 60]"
100,0.03,45,225.12499999999818,2164,53.879289627075195,31.5,"[13, 60]"
100,0.03,56,225.12499999999818,2164,53.750845432281494,31.5,"[13, 60]"
100,0.03,67,225.12499999999818,2164,55.81856155395508,31.5,"[13, 60]"
100,0.03,78,225.12499999999818,2164,53.030324935913086,31.5,"[13, 60]"
100,0.03,89,225.12499999999818,2164,54.775938510894775,31.5,"[13, 60]"
100,0.03,90,225.12499999999818,2164,54.65177607536316,31.5,"[13, 60]"
100,0.04,0,225.12499999999818,2164,65.58974099159241,42.3,"[13, 60]"
100,0.04,12,225.12499999999818,2164,64.31312584877014,42.3,"[13, 60]"
100,0.04,23,225.12499999999818,2164,63.6848464012146,42.3,"[13, 60]"
100,0.04,34,225.12499999999818,2164,63.9749870300293,42.3,"[13, 60]"
100,0.04,45,225.12499999999818,2164,68.48663640022278,42.3,"[13, 60]"
100,0.04,56,225.12499999999818,2164,68.4125759601593,42.3,"[13, 60]"
100,0.04,67,225.12499999999818,2164,68.65249538421631,42.3,"[13, 60]"
100,0.04,78,225.12499999999818,2164,70.280282497406,42.3,"[13, 60]"
100,0.04,89,225.12499999999818,2164,68.60618805885315,42.3,"[13, 60]"
100,0.04,90,225.12499999999818,2164,70.08642506599426,42.3,"[13, 60]"
100,0.05,0,225.12499999999818,2164,83.76088213920593,52.8,"[13, 60]"
100,0.05,12,225.12499999999818,2164,80.41837096214294,52.8,"[13, 60]"
100,0.05,23,225.12499999999818,2164,81.51776504516602,52.8,"[13, 60]"
100,0.05,34,225.12499999999818,2164,81.32280349731445,52.8,"[13, 60]"
100,0.05,45,225.12499999999818,2164,79.862056016922,52.8,"[13, 60]"
100,0.05,56,225.12499999999818,2164,84.9813826084137,52.8,"[13, 60]"
100,0.05,67,225.12499999999818,2164,80.92208695411682,52.8,"[13, 60]"
100,0.05,78,225.12499999999818,2164,75.92311716079712,52.8,"[13, 60]"
100,0.05,89,225.12499999999818,2164,86.2203676700592,52.8,"[13, 60]"
100,0.05,90,225.12499999999818,2164,85.3310432434082,52.8,"[13, 60]"
300,0.01,0,591.3562499999935,4798,41.560128927230835,10.5,"[13, 26, 27, 32, 50, 60]"
300,0.01,12,529.6562499999964,4221,40.898640871047974,10.5,"[13, 32, 50, 60, 72, 75]"
300,0.01,23,485.0187499999902,3373,41.85723567008972,10.5,"[12, 50, 60, 66, 75, 80]"
300,0.01,34,543.2937499999825,4888,51.99875330924988,10.5,"[13, 21, 26, 27, 60, 75]"
300,0.01,45,591.3562499999935,4798,53.62612199783325,10.5,"[13, 26, 27, 32, 50, 60]"
300,0.01,56,489.5124999999862,3310,43.073819398880005,10.5,"[6, 12, 26, 27, 32, 50]"
300,0.01,67,475.76874999998654,3847,46.78581881523132,10.5,"[12, 13, 60, 61, 66, 72]"
300,0.01,78,460.63124999999127,3208,40.15611553192139,10.5,"[6, 32, 60, 61, 68, 72]"
300,0.01,89,513.6562499999891,3755,40.79390788078308,10.5,"[12, 26, 27, 32, 50, 75]"
300,0.01,90,478.3687499999887,3876,49.381091356277466,10.5,"[12, 15, 50, 53, 75, 80]"
300,0.02,0,621.1437499999847,5242,87.0164532661438,21.0,"[13, 21, 26, 27, 32, 60]"
