DA,curr_acc,tot_acc,score,Marginalization Group
14039529,220145,626740,0.5,2
14039735,193140,635900,0.5625,2
14038934,385440,643160,0.5,2
13466728,373815,644400,0.5,2
20031084,442650,647915,0.4375,1
13466188,439790,646910,0.75,4
13466286,438915,652785,0.5,2
14040507,439555,653390,0.625,3
13467559,3830,87140,0.375,1
13467126,375725,646500,0.4375,1
20062055,71165,565870,0.625,3
30089086,49505,168395,0.5625,2
13467691,51225,156795,0.25,1
14040557,54630,162180,0.3125,1
14040607,53580,151720,0.5625,2
13466974,54260,194835,0.25,1
13467143,81980,184295,0.375,1
30093849,82455,204810,0.4375,1
13466375,87170,212765,0.375,1
13466874,90605,212370,0.3125,1
14043832,105500,336180,0.5625,2
20078689,65660,376030,0.5625,2
14015491,61210,364355,0.75,4
14013475,215435,441995,0.5,2
13462894,226325,443590,0.6875,3
14013394,227325,442500,0.5625,2
14047255,227320,442850,0.75,4
13466109,10955,120400,0.3125,1
13466397,10955,123675,0.1875,1
13465915,10650,121100,0.375,1
13463583,143555,299780,0.75,4
13463131,138580,309140,0.6875,3
13463323,130760,292975,0.6875,3
13466052,443655,656585,0.5625,2
14019186,434975,654450,0.625,3
20079175,434775,654905,0.6875,3
14039611,415285,656455,0.625,3
13463884,473790,692780,0.5,2
30106787,454930,691040,0.4375,1
13463859,463895,699360,0.5,2
13463692,466525,692025,0.4375,1
30101551,449455,697640,0.375,1
13463576,449470,691985,0.375,1
20042922,451930,696765,0.5625,2
20037354,459465,696575,0.5,2
14011866,466695,688285,0.5625,2
13464309,456985,686580,0.5625,2
30039582,450450,687460,0.5,2
13462079,443010,703215,0.375,1
30002253,3815,91730,0.6875,3
13464421,2405,80690,0.1875,1
13463716,245,61465,0.3125,1
13448944,1455,57010,0.75,4
14070222,60,123625,0.6875,3
13451977,625,134440,0.6875,3
30096243,415490,670410,0.75,4
13465670,420865,666330,1.0,5
14003509,234530,485125,0.625,3
14003514,233950,463295,0.5625,2
13462861,359815,629405,0.4375,1
30015059,355700,604850,0.5,2
13462431,366815,660325,0.4375,1
13462549,400900,667880,0.625,3
14003648,406475,684010,0.375,1
13442792,1415,67675,0.6875,3
30044160,1355,69425,0.75,4
13462334,37935,279325,0.6875,3
14015418,50520,294875,0.6875,3
13441843,275,59545,0.6875,3
20167772,275,49600,0.75,4
13442895,300,54465,0.625,3
13442833,300,54065,0.6875,3
30103150,330,143805,0.75,4
13449502,255,131950,0.375,1
13443210,3910,84830,0.625,3
13443112,3910,85425,0.6875,3
13443522,3865,88085,0.75,4
13451121,95,145465,0.5625,2
13467946,10765,110435,0.4375,1
13466517,10895,115840,0.5625,2
13466132,2185,101290,0.4375,1
13465823,2730,116415,0.375,1
13449753,335,130835,0.625,3
13463783,2955,86820,0.25,1
13464700,2885,108040,0.5,2
13464762,2120,90125,0.4375,1
13465449,2300,101135,0.1875,1
13465602,2305,96545,0.1875,1
13464853,2320,89730,0.375,1
13465158,2285,83460,0.4375,1
30000901,225,38980,0.6875,3
13446664,4530,125955,0.5625,2
13446439,6215,113285,0.3125,1
13465189,2865,111130,0.1875,1
13465279,2620,112995,0.5,2
13464811,3000,113680,0.6875,3
30070569,1200,94980,0.625,3
13466409,2355,72740,0.4375,1
13466526,2355,75260,0.25,1
20052734,2330,79305,0.3125,1
13455945,65,89490,0.625,3
13445270,1265,99250,0.9375,5
13445153,1725,105705,0.6875,3
13465062,2065,56630,0.625,3
13465563,2280,58470,0.4375,1
13466091,2405,61875,0.4375,1
13466605,2320,70255,0.6875,3
13466942,2405,73545,0.5,2
30004315,1840,66655,0.625,3
13455122,1885,71810,0.75,4
13446090,120,46020,0.9375,5
13446404,285,44360,0.6875,3
13446846,200,48355,0.6875,3
13446500,275,47605,0.75,4
13447404,45,44960,0.75,4
14191391,3850,90420,0.5,2
13444904,3910,95425,0.625,3
13444667,3780,87980,0.5,2
13446788,1290,19455,0.5625,2
13447723,525,7480,0.5,2
13443770,3830,93855,0.75,4
13443456,3910,85705,0.75,4
13444126,3910,89930,0.625,3
13444879,1715,98765,0.75,4
13445788,660,114020,0.875,5
13446125,450,123045,0.8125,5
13446369,660,113245,0.75,4
13446257,660,114350,0.875,5
13452569,445,108990,0.625,3
13446232,210,93980,0.5625,2
13446418,310,114580,0.5,2
13444568,575,62995,0.75,4
13445352,485,69480,0.5625,2
30000637,3910,75355,0.625,3
30004698,2125,105020,0.6875,3
13449258,2140,116660,0.5625,2
30101130,535,74005,0.6875,3
13445614,575,69980,0.5,2
13445886,490,85990,0.75,4
13446319,575,103060,0.875,5
13443956,3850,78070,0.75,4
13444233,3910,77215,0.6875,3
13444686,150,84375,0.6875,3
13450803,115,130155,0.6875,3
13449932,340,119860,0.625,3
13450141,415,122045,0.5,2
13450755,340,126150,0.5625,2
30033633,200,102155,0.5625,2
13448623,6625,150995,0.25,1
13447919,6310,132890,0.5,2
13447543,6680,128275,0.5,2
13446721,6770,99270,0.4375,1
13462707,40290,450415,0.5625,2
13462186,42325,305195,0.375,1
13461791,44775,277175,0.5,2
13461602,48105,292795,0.5625,2
13461912,42935,333365,0.3125,1
14051017,67405,490820,0.5,2
14022213,72370,538300,0.5625,2
20036287,85085,575925,0.75,4
14050813,119600,549615,0.8125,5
13446854,6235,120725,0.5625,2
13446539,6260,121965,0.625,3
13462966,133760,619255,0.75,4
30040929,359200,636615,0.4375,1
13462171,224785,637030,0.5,2
14676060,360530,659535,0.625,3
13462188,212805,617050,0.5625,2
14051314,211795,614595,0.3125,1
14051053,189460,610290,0.3125,1
13462678,143700,603025,0.3125,1
14045515,187650,610525,0.5625,2
13446818,380,99990,0.75,4
30095985,370,114885,0.6875,3
13446821,370,116925,0.5625,2
13457993,0,108770,0.625,3
13457887,41245,121255,0.75,4
13457888,47625,120430,0.75,4
13458178,47840,122815,0.8125,5
13459292,42575,110085,0.5,2
13459233,41305,131965,0.5625,2
30078477,218670,632510,0.5,2
14039290,442580,670505,0.5625,2
14039394,425560,648930,0.4375,1
14039080,425640,648020,0.5,2
14039119,425640,660055,0.5,2
30057164,396665,653750,0.375,1
14018272,416645,651940,0.5,2
13465080,345720,635690,0.5625,2
13446616,325,111860,0.6875,3
13446426,6150,112620,0.6875,3
20042159,43270,138355,0.625,3
13457071,45065,124200,0.5625,2
13456550,41835,129370,0.375,1
30111685,139685,586945,0.6875,3
13459644,142970,584935,0.5625,2
13459724,141280,445200,0.8125,5
13459261,0,452550,0.625,3
20042046,60,449140,0.625,3
20041853,60,459300,0.5,2
13463869,456965,679170,0.4375,1
14020141,449240,676985,0.375,1
13464155,429250,669640,0.375,1
13464326,443375,676420,0.375,1
13464537,429355,674330,0.625,3
30111580,410225,659910,0.6875,3
30026558,406305,656640,0.5,2
13451776,0,92640,0.75,4
30004695,2215,104865,0.6875,3
13466748,393815,633650,0.6875,3
13466896,393755,622140,0.4375,1
13466789,269905,538260,0.4375,1
14676278,437380,661540,0.75,4
30110705,436755,660430,0.4375,1
14012781,344180,625980,0.6875,3
13462246,465910,689780,0.5,2
13462617,471975,699055,0.5625,2
13446907,1290,30895,0.5625,2
13458785,0,439385,0.375,1
14063969,135590,554135,0.5,2
13462589,130985,553200,0.75,4
13466228,102740,231355,0.625,3
13452313,1830,67695,0.6875,3
13452457,1830,68510,0.75,4
13455694,66110,229370,0.3125,1
20040596,1830,70315,0.625,3
13455030,1885,67885,0.5,2
14171759,5265,78280,0.6875,3
13456742,6180,80275,0.375,1
13457127,5935,81920,0.5,2
13456763,6130,80810,0.625,3
13457347,68985,202385,0.5625,2
13459808,145125,583710,0.8125,5
13460606,1530,103970,0.875,5
30004686,1725,132465,0.8125,5
13448665,0,128590,0.75,4
13448768,0,126990,0.6875,3
13449300,2215,129895,0.5625,2
13462718,465385,715775,0.5625,2
13461387,74525,328525,0.9375,5
14017874,377505,641570,0.75,4
13451208,560,129360,0.9375,5
13451526,490,129190,0.625,3
13451898,620,122825,0.625,3
13451658,555,132030,0.8125,5
13451509,590,143290,0.75,4
13451160,135,140425,0.875,5
13450986,250,115265,0.8125,5
13451101,1510,129035,0.5,2
30044654,550,80400,0.75,4
30044694,355,62735,0.6875,3
14022962,116465,590170,0.625,3
13462878,116405,594755,0.625,3
13445637,195,78835,0.75,4
13445085,280,68450,0.8125,5
30093127,3295,140220,0.6875,3
13454304,18105,128725,0.6875,3
13455475,36210,125230,0.6875,3
13455708,35370,123295,0.5625,2
13456423,34100,124990,0.625,3
13456875,38775,123210,0.625,3
13457236,0,109285,0.625,3
13457396,55,109235,0.5625,2
14018085,1320,644315,0.8125,5
14018228,1270,638870,0.75,4
14040671,1325,638460,0.8125,5
13466800,1250,640985,0.8125,5
13459055,49730,133820,0.5,2
13459426,51065,149760,0.3125,1
13459029,49785,147470,0.4375,1
30107025,49720,156080,0.3125,1
13458788,51115,168715,0.4375,1
13458717,51025,170840,0.5,2
20042391,52225,195660,0.5,2
13459351,67485,240380,0.3125,1
13452208,2830,133135,0.6875,3
13452235,2740,132915,0.5,2
13452073,2830,129650,0.375,1
14039591,450260,673870,0.5625,2
14040527,453420,672255,0.375,1
14036494,395505,641180,0.625,3
13466532,439700,645855,0.5,2
14049879,227340,436370,0.5625,2
14048293,150615,311220,0.625,3
13462723,29150,283720,0.6875,3
30112242,1500,57055,0.75,4
13449022,1755,55685,0.8125,5
13449414,1755,46845,0.75,4
14048119,358680,601250,0.75,4
20045907,43980,273060,0.625,3
13450420,55,134060,0.4375,1
13464501,2960,94790,0.625,3
13465838,2405,59275,0.625,3
13442242,3430,81540,0.75,4
13446723,285,46830,0.8125,5
13446237,660,121735,0.75,4
13446609,660,122380,0.75,4
13446270,310,109500,0.5625,2
13446541,6730,124630,0.5625,2
13444506,510,63915,0.75,4
13444859,575,68905,0.875,5
30038859,2140,125650,0.375,1
13450247,415,123805,0.8125,5
13446296,6770,132385,0.75,4
13459067,42715,113765,0.625,3
30103834,390215,650130,0.625,3
13457286,47170,127120,0.375,1
13457837,47490,130365,0.75,4
30079630,413065,667715,0.6875,3
14063469,344595,634205,0.625,3
13448036,0,33525,0.625,3
13451272,0,90075,0.75,4
13452735,1885,71865,0.75,4
30003923,1885,72065,0.625,3
13456931,6180,75670,0.5,2
13456602,6180,79150,0.5625,2
14050809,130935,553210,0.625,3
13456050,37910,126055,0.25,1
13456276,36700,124440,0.4375,1
13457253,40810,126885,0.6875,3
13457031,0,124930,0.8125,5
13449497,165,130745,0.6875,3
13450045,165,134155,0.6875,3
13459272,49785,146580,0.4375,1
30063657,410250,658750,0.8125,5
30096280,456995,677060,0.4375,1
14039932,455080,675220,0.5625,2
13456411,39975,129795,0.6875,3
20080615,3700,149635,0.8125,5
13455969,3735,163005,0.75,4
14022783,135225,599410,0.5625,2
14024244,137605,613990,0.5625,2
13463681,130730,603295,0.875,5
14046825,130665,606705,0.5625,2
13463804,130600,606155,0.5625,2
20061911,117095,615320,0.75,4
13463369,136365,615120,0.75,4
14024914,139240,619520,0.875,5
20053607,404060,634750,0.5625,2
14045569,402670,630805,0.5625,2
14672941,411260,654795,0.625,3
13464748,200815,553440,0.375,1
13464651,217200,572015,0.6875,3
14673159,190940,400990,0.6875,3
13464578,216930,570445,0.75,4
14013608,347380,596720,0.625,3
13444359,3780,64425,0.5,2
13444600,3910,73205,0.5625,2
13444389,3910,62535,0.6875,3
13444164,180,57450,0.8125,5
13444003,345,57005,0.5625,2
30104086,85,54005,0.8125,5
13458573,50215,267890,0.625,3
13458368,44710,207180,0.625,3
14046321,414840,675925,0.375,1
14004181,402800,676760,0.5625,2
13464224,396430,669025,0.625,3
14011335,388875,644915,0.625,3
14063716,357145,641215,0.75,4
13464744,383430,639765,0.5625,2
13464703,385675,649175,0.625,3
30103825,390415,654750,0.5625,2
14671615,386295,655595,0.5625,2
13464778,388515,655950,0.875,5
14011429,410225,652585,0.75,4
14019972,459295,678820,0.5,2
30107824,468315,683060,0.6875,3
30037677,474700,681145,0.5,2
14021734,475865,683125,0.6875,3
30104518,479480,692835,0.5625,2
13463756,478225,694825,0.625,3
13464053,480605,692375,1.0,5
13463496,474535,692430,0.5625,2
13465582,414640,656190,0.5625,2
30097611,410345,664150,0.625,3
14023976,414180,668505,0.5,2
13465366,436050,674420,0.8125,5
13466245,397720,659045,0.5,2
30097896,406595,658005,0.5625,2
13466738,394920,632290,0.75,4
13443582,290,56675,0.75,4
30104078,345,58080,0.75,4
13451455,12635,93075,0.8125,5
13455861,60,93230,0.75,4
13464034,64440,579310,0.75,4
13463995,64880,580945,0.5,2
13447048,60,112630,0.875,5
13445185,620,95275,0.6875,3
13451158,1255,49810,0.75,4
13444543,1100,75360,0.875,5
30103088,22725,144155,0.8125,5
13459096,459565,700030,0.5,2
13442163,330,47795,0.75,4
13457920,36405,93255,0.75,4
13448028,195,110180,0.8125,5
13447182,0,44130,0.9375,5
14039046,432240,663835,0.6875,3
13456086,63635,182660,0.625,3
13456087,66765,195060,0.75,4
30105644,66635,203890,0.75,4
13456477,64650,195695,0.8125,5
13456363,7600,161825,0.8125,5
13456817,9790,178455,0.75,4
13457265,18855,167970,0.75,4
13456809,16640,160635,0.8125,5
13456717,12390,173375,0.625,3
14019174,413325,664555,0.5625,2
13466036,650,667995,0.8125,5
14041302,3505,670690,0.75,4
14019203,435420,647040,0.4375,1
30036901,33435,638465,0.625,3
13458577,67235,328660,0.5625,2
13459143,75045,334395,0.4375,1
13459516,137010,441480,0.5,2
13463420,94630,590500,0.625,3
30063377,500,649440,0.8125,5
13466795,1285,647925,0.8125,5
14019656,1455,644545,0.75,4
14673705,383260,631965,0.375,1
13467713,36200,633270,0.6875,3
13467632,38865,632790,0.4375,1
13467330,1025,640845,0.625,3
14018133,1305,641365,0.5,2
30104631,434080,687780,0.5625,2
20030819,37730,139770,0.5625,2
13463212,37525,134385,0.375,1
13463161,36445,99455,0.5,2
13462451,37470,92430,0.375,1
13462457,36365,91100,0.25,1
13462030,36845,92325,0.3125,1
13462410,33810,83615,0.3125,1
13462998,27355,80960,0.5625,2
13461734,36300,90820,0.6875,3
13461972,33060,80525,0.5,2
13461309,29650,85720,0.375,1
13461835,22090,64685,0.4375,1
13466456,1125,654275,0.75,4
13466041,3825,666310,0.5,2
13465777,3670,670835,0.75,4
13465769,447200,671615,0.625,3
14022723,453095,673960,0.6875,3
14020579,444240,669275,0.75,4
14041195,445040,668095,0.75,4
13450065,1755,49135,0.6875,3
13460464,33960,90955,0.5,2
13459960,30275,87490,0.4375,1
13459868,22640,83460,0.375,1
13460165,2750,82185,0.5625,2
13460067,2735,76055,0.4375,1
13459703,2670,83090,0.6875,3
13458642,2815,81055,0.5625,2
13458686,2745,80580,0.4375,1
13459862,141725,439110,0.5625,2
13459742,137500,431480,0.5,2
13460619,146425,437475,0.625,3
13459885,131915,421815,0.5,2
13459434,79895,328710,0.4375,1
13459584,72760,295910,0.375,1
13460058,122525,304800,0.4375,1
13461059,142575,392235,0.5625,2
13461176,148575,415665,0.5,2
14003855,409370,714035,0.5625,2
13461760,375,709005,0.375,1
13461400,610,707735,0.375,1
13462234,445,695380,0.5,2
30101574,224265,562980,0.625,3
20062071,392095,674650,0.625,3
14045272,400615,678275,0.6875,3
13462789,421395,690150,0.6875,3
13462667,416745,689540,0.75,4
13462405,420455,694320,0.3125,1
13462917,428825,698065,0.75,4
13463594,448610,690305,0.4375,1
14012233,446610,686685,0.5625,2
13463718,449120,689600,0.625,3
13464362,449900,681030,0.75,4
30017478,440040,669610,0.75,4
13465759,449225,662750,0.8125,5
13465400,462350,669645,0.8125,5
13465592,456940,671775,0.5625,2
14066189,467690,678920,0.5625,2
14022582,457640,673325,0.75,4
20154511,466355,679355,0.5625,2
20033353,388525,643590,0.625,3
13464922,429955,662915,0.6875,3
14045085,418990,664885,0.5,2
14066055,425830,669105,0.5625,2
13464831,442445,671540,0.5625,2
13464767,446370,679175,0.6875,3
14039781,450330,665980,0.4375,1
14020535,448395,664385,0.5625,2
14019950,454605,673620,0.8125,5
14040613,452395,668390,0.625,3
14040132,444055,657230,0.6875,3
14019704,443320,655210,0.5625,2
20033889,448360,655900,0.5,2
13465804,443985,655350,0.6875,3
14018392,388600,646405,0.3125,1
13466246,388790,649030,0.6875,3
13466151,380325,645640,0.5,2
14039105,387155,652625,0.5,2
14038994,380380,642680,0.625,3
14019016,343200,643825,0.6875,3
14041705,223260,646195,0.75,4
13466731,216175,637245,0.6875,3
13466616,351870,637510,0.75,4
13467052,166165,636080,0.6875,3
14042015,216040,629295,0.8125,5
13463660,478325,694345,0.6875,3
13463174,474180,703375,0.625,3
30058485,0,63080,0.6875,3
20052327,135,76405,0.5625,2
13452202,70,95750,0.75,4
30060681,440,99485,0.75,4
13443497,830,77425,0.75,4
13464903,457335,678565,0.5,2
14040395,469115,686275,0.375,1
13452133,12615,107805,0.75,4
13463024,471965,702170,0.4375,1
14046935,471550,693860,0.375,1
13463540,456450,694295,0.4375,1
13463165,465960,695090,0.5625,2
13463678,477645,694600,0.5,2
13462986,472875,696840,0.5625,2
30080502,49595,147800,0.6875,3
13442537,255,40060,0.625,3
13443429,150,54070,0.75,4
14018158,30765,638165,0.4375,1
13467063,30375,639270,0.4375,1
13467360,340605,636455,0.375,1
30081906,10150,98640,1.0,5
20035776,35550,132670,0.4375,1
13463427,37535,139705,0.5625,2
13453923,0,96530,0.75,4
13450670,380,97085,0.8125,5
13450784,575,101595,0.6875,3
13461596,24030,80795,0.4375,1
13460995,25855,85240,0.25,1
13456598,930,77355,0.5625,2
13456917,685,78885,0.6875,3
13449867,430,90180,0.75,4
13451447,275,80300,0.8125,5
14039827,342515,638925,0.625,3
14018811,342515,639530,0.6875,3
14020465,347480,639305,0.4375,1
14019394,30375,643715,0.625,3
14018527,213525,632020,0.5625,2
14018597,210195,627775,0.5625,2
14040088,209555,626505,0.3125,1
13467747,193165,622780,0.4375,1
30035786,166120,606730,0.4375,1
14659929,270,566245,0.4375,1
13462529,300,58270,0.5625,2
20054956,403485,691400,0.875,5
13454089,95,92365,0.625,3
13454260,0,93670,0.5625,2
13455094,1095,94340,0.4375,1
13455989,795,89280,0.75,4
20146785,70,92195,0.4375,1
13457823,385,85455,0.8125,5
13458105,495,96765,0.8125,5
13458293,155,83495,0.5625,2
13459008,2590,86585,0.4375,1
13458811,39245,101465,1.0,5
13458451,38980,99260,0.6875,3
13457616,930,76205,0.6875,3
13455733,0,107975,0.625,3
13456715,0,124630,0.875,5
13462051,418765,694915,0.5,2
14003722,401755,690375,0.625,3
13462063,397765,677915,0.5625,2
13462169,389845,668995,0.4375,1
14003548,363310,641790,0.5625,2
14044996,226725,461800,0.625,3
13460322,177695,398520,0.625,3
13460352,174580,370355,0.75,4
13460263,153720,329510,0.6875,3
13442788,3860,83625,0.625,3
13442253,3430,82495,0.75,4
13442280,3430,82615,0.75,4
13444936,3910,95875,0.4375,1
30065231,3910,95780,0.4375,1
13442415,0,70565,0.875,5
13444474,3840,89795,0.5625,2
13444370,3910,94090,0.625,3
13444109,0,73875,0.5625,2
13444868,45,91145,0.6875,3
30058462,135,54915,0.5625,2
13447340,6255,129590,0.6875,3
13449001,70,151245,0.5,2
30062563,0,67455,0.625,3
13446433,2305,119640,0.75,4
13446238,2645,99995,0.875,5
13446165,3910,82690,0.625,3
13445744,2605,78325,0.75,4
14659918,56765,550745,0.4375,1
14046035,126140,601375,0.625,3
13457609,0,110765,0.625,3
14050309,346515,620175,0.75,4
13464553,351410,627720,0.75,4
13459020,63165,228590,0.5,2
13459241,71655,278100,0.5625,2
14022059,460605,679205,0.5625,2
13465284,412115,661300,0.75,4
13441830,255,35635,0.625,3
14051102,53655,575015,0.5625,2
13442517,330,59545,0.6875,3
13457161,10210,178400,0.625,3
13458999,87560,403550,0.5,2
30094230,120390,391620,0.375,1
13463295,68270,579545,0.4375,1
20119871,74305,581705,0.625,3
13463771,68790,584885,0.5625,2
13466854,1285,645105,0.75,4
13459560,22890,84915,0.25,1
13460348,142625,429710,0.4375,1
13460202,137590,409265,0.375,1
13460808,144525,411990,0.3125,1
14004094,426405,690430,0.5625,2
14066131,446955,686215,0.5625,2
30105341,411820,659735,0.625,3
14011372,419050,665865,0.6875,3
13441846,255,35440,0.6875,3
13441853,255,35540,0.5625,2
14020009,461960,681375,0.5,2
13442143,0,67350,0.75,4
13441920,255,42320,0.625,3
13441999,255,35635,0.5625,2
13442101,255,35635,0.625,3
13453591,0,106605,0.5625,2
13450678,12785,98015,0.75,4
13450884,12785,97570,0.75,4
13450713,575,99175,0.5625,2
13462148,420,57375,0.5625,2
13455625,930,91170,0.875,5
13456020,24575,121420,0.5,2
13460627,181865,404000,0.8125,5
13460327,172020,370255,0.5,2
13445335,3910,93095,0.3125,1
13444263,3910,85920,0.8125,5
13443905,3910,82510,0.75,4
13448528,80,118495,0.5,2
13442360,0,71175,0.625,3
13445973,3910,82090,0.625,3
14039723,451905,655825,0.625,3
13449644,415,103295,0.8125,5
13449966,520,100855,0.5625,2
13445305,235,72495,0.8125,5
13452588,12590,105110,0.8125,5
13452651,12725,107275,0.75,4
13453236,12785,105665,0.6875,3
13453568,12510,99410,0.8125,5
13444684,575,69750,0.8125,5
30093673,2545,77740,0.5625,2
13445358,3705,84340,0.75,4
13463601,2405,55355,0.5,2
13450323,12475,99510,0.8125,5
20034036,223555,602250,0.5,2
13461539,364055,670410,0.25,1
20098080,360015,660645,0.6875,3
13463645,218550,634490,0.3125,1
13455624,885,97075,0.625,3
13456286,760,80960,0.6875,3
13454732,175,106510,0.6875,3
13454520,175,91180,0.6875,3
13449610,410,101310,0.8125,5
13449873,555,97080,0.6875,3
30102604,60,619450,0.625,3
13460204,213970,634350,0.75,4
13460365,220945,636435,0.8125,5
13460564,241820,670785,0.625,3
14666070,39065,102310,0.75,4
13458219,38905,98465,0.6875,3
13975546,110,105885,0.5,2
13453695,60,100550,0.8125,5
13453929,115,96030,0.75,4
30060227,135310,540560,0.8125,5
13461112,46130,211565,0.5,2
30098652,43575,202085,0.3125,1
13461192,43765,157975,0.5,2
13460827,43720,149740,0.375,1
14673372,43110,120615,0.75,4
14016235,42935,128305,0.5625,2
13461067,42625,115445,0.375,1
13461645,41885,158045,0.5625,2
13455056,23130,123755,0.5625,2
13456588,125,88500,0.6875,3
13444805,915,8325,0.5,2
30110397,750,11320,0.5625,2
13444993,900,11140,0.4375,1
13445147,955,8365,0.375,1
20051251,900,7335,0.5,2
30009386,1440,63670,0.5,2
13469248,10955,135930,0.5625,2
13468691,10875,109865,0.75,4
13457066,50345,150340,0.375,1
13448979,525,26585,0.5,2
30093720,180,46605,0.8125,5
13454226,2495,50710,0.3125,1
13468543,10925,119570,0.75,4
13468880,11055,127045,0.8125,5
13451340,60,39880,0.6875,3
13453745,2870,42320,0.625,3
13454205,1095,39880,0.8125,5
30003753,70805,251110,0.75,4
13457062,49280,150110,0.25,1
13458397,32470,104620,0.8125,5
13457813,41135,120430,0.6875,3
13458684,41020,109245,0.875,5
30072821,41090,109715,0.75,4
30063616,41305,109075,0.8125,5
13442648,40,17165,0.75,4
13468812,11015,124435,0.3125,1
13469186,11005,126835,0.5,2
13468882,11055,114240,0.5,2
13469115,10590,100205,0.5,2
13468498,10895,116625,0.25,1
13468067,10995,108950,0.25,1
30090356,11055,113570,0.8125,5
30094977,10880,122310,0.4375,1
13466957,1385,147835,0.4375,1
13467411,50230,156900,0.1875,1
13467842,47025,158970,0.375,1
13466656,48315,165015,0.4375,1
13466726,1310,154540,0.4375,1
13442574,40,21385,0.8125,5
13457126,13210,153025,0.6875,3
13452008,10230,201535,0.6875,3
13459930,140310,636320,0.75,4
13452858,1835,70970,0.625,3
30105752,187235,417925,0.625,3
30105741,189235,425130,0.5,2
13456322,243310,450305,0.5,2
13456723,254710,462850,0.4375,1
13456462,229960,426620,0.25,1
13444560,685,11120,0.5,2
13444685,955,11390,0.5,2
13452020,280,144300,0.375,1
30033071,690,146645,0.75,4
13451782,2770,122245,0.8125,5
30110931,9895,141380,0.8125,5
20040659,6770,133445,0.5,2
30097530,6640,133650,0.6875,3
20040670,1115,141515,0.5625,2
30015597,280,140460,0.5625,2
13446802,330,129555,0.5,2
30109081,235,147930,0.6875,3
13444446,3665,93260,0.8125,5
20041896,40835,120650,0.75,4
13462253,416290,682220,0.4375,1
14048025,424980,686730,0.75,4
20141013,25940,128140,0.75,4
13463344,1545,119985,0.6875,3
13466276,126065,352510,0.75,4
13465701,125585,352665,0.4375,1
14130350,463795,687465,0.5,2
13442798,935,58100,0.5625,2
13443155,1060,71705,0.75,4
13443098,915,70360,0.5625,2
13443283,1060,70740,0.375,1
30053076,368155,716025,0.5,2
13461966,463020,712085,0.375,1
13443980,2060,70840,0.6875,3
20043793,1840,107920,0.6875,3
13444463,595,78265,0.6875,3
13444725,340,108750,0.6875,3
13445021,585,110770,0.6875,3
13444682,580,77650,0.6875,3
13444764,6280,91690,0.6875,3
13448096,6570,139040,0.75,4
13448231,6240,138570,0.8125,5
13451385,560,76500,0.8125,5
13451508,665,82600,0.6875,3
13451795,660,78130,0.75,4
13444230,6285,88905,0.75,4
13452931,595,70275,0.6875,3
13452116,720,71055,0.5625,2
13452087,720,72235,0.375,1
13451634,100,89350,0.8125,5
13450863,555,82955,0.8125,5
13450126,485,88195,0.5625,2
13450760,590,41605,0.5625,2
13451396,655,31470,0.4375,1
13445245,1600,107210,0.6875,3
30093540,1840,106805,0.75,4
13444350,705,84510,0.8125,5
13444429,705,88005,0.75,4
13445531,620,97870,0.625,3
13446251,6400,121775,0.6875,3
13446619,6255,138625,0.6875,3
13445750,0,76925,0.6875,3
30098873,125,84615,0.6875,3
30020622,865,87400,0.625,3
13447102,915,82900,0.625,3
30098888,55,85435,0.75,4
14021456,358385,669700,0.375,1
13448340,12680,99615,0.6875,3
20058466,50,686370,0.375,1
20059722,355,671085,0.5625,2
13447997,0,70215,0.6875,3
13448348,625,64505,0.625,3
13448427,700,65275,0.6875,3
30083511,620,59385,0.75,4
13449943,2090,33950,0.8125,5
30006116,143485,457040,0.3125,1
13463219,471295,700395,0.6875,3
30107143,472615,696180,0.5625,2
13463772,473245,695485,0.625,3
13463868,464400,685435,0.8125,5
20062041,186930,622365,0.8125,5
14045982,186510,624565,0.4375,1
20010471,745,631270,0.5,2
14043704,133825,664995,0.75,4
13464429,404600,666090,0.75,4
14025184,402650,643560,0.75,4
13464812,245,621900,0.5625,2
13463258,483300,702830,0.5,2
14046385,450135,685955,0.75,4
30017158,465940,706360,0.5,2
14041667,474475,682055,0.75,4
13464375,484225,693910,0.5,2
13464274,483265,692445,0.5625,2
13464231,478600,695725,0.6875,3
20034518,479605,693900,0.5,2
13463768,483560,697705,0.6875,3
14041507,480750,696360,0.5,2
30030178,480125,685435,0.6875,3
13463770,478450,694395,0.5,2
13464999,459310,680340,0.625,3
14673810,431245,673115,0.5,2
14066268,424680,669485,0.5625,2
14021058,425990,678620,0.5,2
13465339,419125,674955,0.6875,3
14047056,410775,672670,0.625,3
14023809,428910,681475,0.625,3
14023911,428445,677025,0.75,4
14024347,420960,669955,0.5625,2
14044726,422520,668065,1.0,5
14676139,436945,670610,0.6875,3
14046303,422865,674625,0.8125,5
13459969,133890,579550,0.625,3
13460621,164950,462095,0.5,2
13460578,169920,463225,0.625,3
13460944,141620,461740,0.625,3
13461215,192990,464330,0.6875,3
14068388,167225,449275,0.625,3
13461013,175300,367050,0.625,3
13460856,169885,337370,0.75,4
13461348,239980,441930,0.625,3
13461632,238655,439195,0.6875,3
13461542,237355,443300,0.625,3
13461895,153305,449150,0.5625,2
13461809,154640,636685,0.8125,5
13461282,169295,612225,0.5,2
13461322,108520,671285,0.375,1
30094149,108815,675180,0.375,1
13461128,113790,691260,0.4375,1
13461035,113395,705970,0.75,4
13461307,105815,707870,0.5625,2
