DA,curr_acc,tot_acc,score,Marginalization Group
30062613,0,64895,0.6875,3
13442111,0,37225,0.75,4
14038946,0,632425,0.375,1
14038973,0,643540,0.625,3
13469959,0,60860,0.5,2
13466714,0,85425,0.5,2
13467613,0,628260,0.375,1
13467796,0,623925,0.3125,1
13467610,0,631230,0.5,2
13467771,0,617470,0.4375,1
13467846,0,629900,0.5,2
13466815,0,121780,0.25,1
13462812,0,269890,0.625,3
14014646,0,702415,0.5,2
13464509,0,688290,0.6875,3
20006124,0,702905,0.5,2
13449426,0,45860,0.5625,2
13449647,0,45295,0.625,3
14049775,0,444155,0.75,4
20051079,0,65570,0.625,3
13441672,0,56695,0.625,3
13450200,0,177220,0.6875,3
13449889,0,176100,0.5625,2
13468124,0,106675,0.375,1
20052264,0,38475,0.6875,3
30102447,0,64120,0.8125,5
13466561,0,57960,0.8125,5
30055523,0,18020,0.5,2
13444737,0,24135,0.5,2
13445087,0,36215,0.625,3
20050890,0,38165,0.5625,2
13444212,0,38110,0.625,3
13446461,0,16665,0.375,1
13446132,0,18170,0.375,1
13445790,0,16735,0.4375,1
13445703,0,14900,0.4375,1
30015992,0,129810,0.5,2
13446006,0,97440,0.5625,2
20041124,0,175450,0.6875,3
13461748,0,323270,0.75,4
14022266,0,537335,0.75,4
13450190,0,178255,0.6875,3
14045367,0,630950,0.25,1
13462174,0,656755,0.4375,1
13462545,0,618605,0.6875,3
13463661,0,624795,0.625,3
14018252,0,654260,0.75,4
13456572,0,127375,0.75,4
13458809,0,439020,0.5,2
13458583,0,440650,0.5,2
13458826,0,446390,0.4375,1
30005244,0,83375,0.9375,5
13451991,0,85515,0.6875,3
13448553,0,134330,0.6875,3
30087995,0,616870,0.6875,3
13454770,0,70200,0.625,3
13465228,0,632085,0.625,3
14051248,0,627120,0.75,4
20051527,0,52695,0.75,4
13448430,0,29950,0.6875,3
20051821,0,43155,0.625,3
20051147,0,44900,0.6875,3
13445074,0,13510,0.375,1
30020218,0,112710,0.875,5
13452213,0,93840,0.8125,5
13452838,0,66365,0.6875,3
13452943,0,70745,0.8125,5
13455520,0,284655,0.75,4
13455265,0,261360,1.0,5
13455893,0,77960,0.75,4
13449860,0,29830,0.6875,3
13442535,0,50040,0.625,3
20050114,0,93125,0.8125,5
13448938,0,139010,0.6875,3
30103611,0,82795,0.6875,3
13462284,0,462530,0.5625,2
13450582,0,126350,0.5,2
13451616,0,126725,0.625,3
13456157,0,170105,0.8125,5
20042203,0,347425,0.375,1
13454106,0,145130,0.625,3
13456790,0,126740,0.8125,5
13456724,0,120905,0.625,3
13457190,0,108125,0.6875,3
30017327,0,648525,0.6875,3
20035644,0,654605,0.875,5
13465385,0,670545,0.5,2
13465427,0,671135,0.625,3
13456617,0,225965,0.8125,5
13466253,0,89290,0.1875,1
13449575,0,45375,0.6875,3
13451925,0,136740,0.75,4
13466734,0,61340,0.75,4
13445459,0,11270,0.5,2
13444229,0,82785,0.75,4
13459965,0,650630,0.75,4
30062284,0,117630,0.8125,5
30107376,0,34985,0.8125,5
13456294,0,46770,0.625,3
13459318,0,202880,0.5,2
14024462,0,611420,0.4375,1
13464038,0,582115,0.9375,5
13444479,0,75240,0.75,4
13458097,0,219055,0.5625,2
14045181,0,653270,0.75,4
13442757,0,55765,0.625,3
20052056,0,51825,0.625,3
14239895,0,690760,0.5625,2
13441997,0,32425,0.75,4
20140297,0,664100,0.75,4
30104107,0,58350,0.75,4
13452899,0,142995,0.75,4
13452383,0,109380,0.875,5
20035005,0,555835,0.5,2
14063808,0,559875,0.5625,2
30098692,0,568260,0.5625,2
30090840,0,43960,0.6875,3
13456978,0,474790,0.4375,1
13447092,0,105670,1.0,5
30102934,0,184635,0.8125,5
13464006,0,551125,0.8125,5
14023029,0,550255,0.6875,3
13463724,0,585940,0.4375,1
14674628,0,668280,0.875,5
20035647,0,645835,0.8125,5
14019425,0,641800,0.875,5
13467381,0,642650,0.4375,1
13465533,0,675990,1.0,5
13459819,0,82400,0.75,4
13459472,0,81775,0.5,2
13462032,0,704250,0.4375,1
13442393,0,53365,1.0,5
20039041,0,668255,0.5625,2
13463730,0,683050,0.625,3
13464281,0,678765,0.625,3
13465254,0,666620,0.6875,3
13465679,0,654640,0.5,2
14018366,0,648455,0.4375,1
13462978,0,699265,0.5,2
30005892,0,109085,0.875,5
13442202,0,80395,0.6875,3
13445718,0,76080,0.875,5
14014564,0,704490,0.375,1
14046375,0,700850,0.4375,1
20006012,0,705465,0.4375,1
13462884,0,707055,0.4375,1
13463466,0,694650,0.5625,2
13445758,0,81530,0.75,4
13445776,0,87855,0.75,4
13442156,0,51760,0.4375,1
13442882,0,48845,0.75,4
13444801,0,106545,1.0,5
30092833,0,128245,0.75,4
13463191,0,530955,0.6875,3
20038973,0,159820,0.3125,1
13454650,0,100445,0.5625,2
30099348,0,94065,0.9375,5
13453316,0,90165,0.625,3
13442260,0,39490,0.9375,5
30013268,0,59765,0.8125,5
13450950,0,96230,0.75,4
13458487,0,74555,0.875,5
13466786,0,645690,0.625,3
13467623,0,635520,0.6875,3
13461511,0,695450,0.5,2
13461417,0,711215,0.5625,2
14047544,0,713485,0.375,1
20051682,0,52785,0.6875,3
13458963,0,101135,0.875,5
30073221,0,62260,0.5625,2
13458143,0,82210,0.625,3
30001684,0,96325,0.75,4
13456235,0,117780,0.625,3
13455603,0,118855,0.625,3
13455080,0,117070,0.625,3
20042495,0,311580,0.75,4
13443119,0,55280,0.6875,3
13443281,0,75245,0.625,3
13444121,0,68385,0.625,3
13443889,0,81160,0.6875,3
13443594,0,80685,0.625,3
13447402,0,124385,0.5625,2
13447866,0,147965,0.625,3
13447714,0,135705,0.6875,3
13444288,0,56470,0.75,4
13446106,0,107225,0.8125,5
13449182,0,100910,0.625,3
13442436,0,56600,0.5625,2
13463710,0,674295,0.625,3
13460384,0,312770,0.5,2
13442329,0,53065,0.5,2
14011697,0,672345,0.625,3
13442168,0,69025,0.75,4
13443331,0,76385,0.6875,3
13462346,0,56405,0.5625,2
13463093,0,49435,0.875,5
13442461,0,52940,0.6875,3
30091373,0,82410,0.6875,3
13443518,0,79140,0.6875,3
13449738,0,162050,0.5,2
13443836,0,60420,0.75,4
13442303,0,52920,0.4375,1
13447419,0,103400,0.75,4
13447587,0,90470,0.4375,1
13446858,0,112990,0.4375,1
13446820,0,116545,0.6875,3
13453407,0,65400,0.6875,3
13444247,0,52155,0.6875,3
13449608,0,105110,0.75,4
13450161,0,103875,0.8125,5
14605447,0,98000,0.75,4
13455448,0,86785,0.8125,5
14604698,0,95180,0.6875,3
13459545,0,606265,0.6875,3
13459366,0,585900,0.5625,2
13453566,0,105425,0.75,4
13446326,0,115360,0.6875,3
13445834,0,15975,0.4375,1
13465354,0,131815,0.1875,1
13448629,0,34975,0.6875,3
13453508,0,40955,0.75,4
13453404,0,41500,1.0,5
30001681,0,95890,0.9375,5
14040580,0,147470,0.5,2
30022597,0,69540,0.625,3
13451555,0,206000,0.625,3
30069726,0,54605,0.8125,5
13453248,0,70755,0.875,5
13452697,0,61975,0.75,4
13453809,0,70400,0.5,2
13448744,0,84800,0.75,4
13448661,0,87345,0.5,2
13454592,0,144160,0.9375,5
13455184,0,118570,0.875,5
14066818,0,134630,0.625,3
30034665,0,134805,0.8125,5
13969359,0,82195,0.375,1
30104461,0,82375,0.5625,2
13445830,0,116960,0.75,4
14073526,0,631885,0.5,2
20006009,0,702895,0.8125,5
13444027,0,72170,0.8125,5
13444658,0,108380,0.6875,3
14172613,0,142025,0.75,4
30033490,0,56755,0.6875,3
13450654,0,82035,0.75,4
13450826,0,77545,0.4375,1
30012370,0,86330,1.0,5
30028690,0,67995,0.8125,5
30005290,0,104365,0.6875,3
30071083,0,152315,0.9375,5
30021251,0,79330,0.6875,3
13451445,0,86425,0.875,5
13449710,0,132930,0.8125,5
30101977,0,41660,0.6875,3
30061156,0,78800,0.6875,3
13445346,0,90830,0.625,3
13444976,0,87385,0.6875,3
13444696,0,86310,0.8125,5
20161372,0,100355,0.5625,2
30017072,0,109465,0.8125,5
13445084,0,103360,0.5625,2
13446089,0,69660,0.625,3
13447446,0,73345,0.75,4
30020555,0,99455,0.5625,2
13465006,0,680800,0.4375,1
13464780,0,686690,0.625,3
14023523,0,680425,0.5,2
30108841,0,685095,0.75,4
14678666,0,675520,0.5,2
13447778,0,65145,0.75,4
30062142,0,60290,0.75,4
13464967,0,642070,0.625,3
13464854,0,624210,0.4375,1
30094130,0,689980,0.4375,1
13462553,0,712125,0.4375,1
13463931,0,696370,0.625,3
14020373,0,674855,0.5625,2
13460780,0,699085,0.5,2
13461984,0,695030,0.375,1
13462788,0,700030,0.625,3
14047842,0,689010,0.5625,2
13462940,0,704720,0.6875,3
13443320,0,66825,0.5625,2
13443623,0,67090,0.5625,2
13449209,0,119435,0.6875,3
13450068,0,115795,0.75,4
13451139,0,115050,0.8125,5
13449025,0,133395,0.5625,2
13448310,0,127470,0.8125,5
13447137,0,112595,0.5,2
13454523,0,98900,0.75,4
13449614,0,99000,0.75,4
13443740,0,74640,0.5,2
13442677,0,52410,0.6875,3
13448051,0,94445,0.6875,3
13447575,0,61770,0.625,3
13443524,0,67330,0.6875,3
13445959,0,134060,0.6875,3
30001860,0,63260,0.8125,5
13457678,0,658710,0.5,2
13457187,0,615090,0.5625,2
13446121,0,76970,0.75,4
13445833,0,91585,0.8125,5
13445143,0,83710,0.8125,5
20140545,0,80455,0.625,3
13443858,0,73460,0.625,3
20050619,0,90695,0.75,4
13447186,0,94360,0.5625,2
13446987,0,94565,0.6875,3
20050187,0,95460,0.75,4
30004026,0,177510,0.75,4
13443085,0,55630,0.6875,3
13451524,0,110270,0.4375,1
13452010,0,122425,0.5,2
13459159,0,693600,0.5,2
13449739,0,118340,0.6875,3
30036027,0,16840,0.5,2
30055532,0,17400,0.6875,3
20237164,0,99185,0.875,5
30013926,0,20880,0.5,2
13443795,0,23945,0.5625,2
13445983,0,32255,0.6875,3
30062089,0,34760,0.5,2
13446334,0,43190,0.625,3
13465460,0,129650,0.4375,1
30097790,0,108115,0.75,4
13454669,0,46100,0.625,3
13448630,0,80220,0.9375,5
13503941,0,82905,0.6875,3
14113295,0,96285,0.5,2
13458671,0,105130,0.75,4
13458899,0,110455,0.5,2
14113231,0,102360,0.5,2
30091768,0,49825,0.8125,5
30108306,0,70160,0.875,5
13452293,0,90365,0.875,5
13467409,0,54910,0.5,2
13450362,0,116470,0.375,1
13455128,0,119540,0.625,3
13455499,0,102965,0.625,3
13457231,0,94320,0.875,5
30007606,0,103600,0.6875,3
13458468,0,95150,1.0,5
13456067,0,215335,0.875,5
13442969,0,56965,0.75,4
13468675,0,70010,0.75,4
13468511,0,66810,0.8125,5
30073427,0,92110,0.75,4
30033978,0,93295,0.8125,5
20230516,0,88085,0.75,4
13459747,0,106675,0.8125,5
20112879,0,110550,0.8125,5
13443662,0,65345,0.9375,5
30053311,0,73085,0.6875,3
13447740,0,54180,0.6875,3
13448025,0,44865,0.875,5
13443417,0,73140,0.75,4
13448088,0,90280,0.625,3
13448575,0,91140,0.625,3
20059780,0,63490,0.375,1
13458666,0,65940,0.75,4
30107794,0,98550,0.8125,5
20112840,0,117875,0.6875,3
20112818,0,128905,0.75,4
13460436,0,129535,0.75,4
13460945,0,136155,0.625,3
13450673,0,193125,0.375,1
13450322,0,166985,0.375,1
13442850,0,50630,0.5625,2
13443342,0,70645,0.6875,3
13447259,0,133590,0.75,4
13455662,0,25955,0.8125,5
13461545,0,659175,0.5,2
13458667,0,688500,0.375,1
13458396,0,700005,0.3125,1
30090128,0,59815,0.75,4
20005739,0,598510,0.5,2
13469794,0,91890,0.625,3
14067283,0,94700,0.5,2
13446463,0,70020,0.6875,3
20038301,0,604545,0.375,1
13467759,0,110615,0.5,2
13466985,0,100525,0.5625,2
13467518,0,106900,0.5625,2
13446279,0,126545,0.5625,2
13446898,0,97560,0.6875,3
30007603,0,103100,0.625,3
30015238,0,140920,0.5625,2
13445642,0,106755,0.75,4
13450692,0,186015,0.3125,1
13450233,0,161725,0.6875,3
13503936,0,82810,0.6875,3
13454313,0,170130,0.8125,5
14666367,0,95305,0.6875,3
13450180,0,121670,0.625,3
13451494,0,93115,0.8125,5
30063039,0,76670,0.75,4
13459422,0,102700,0.75,4
13447729,0,130930,0.5625,2
13456251,0,70885,0.75,4
13460354,0,125810,0.75,4
13446347,0,70120,0.5625,2
13443216,0,15940,0.75,4
13446597,0,69935,0.6875,3
13462857,0,670435,0.4375,1
13462512,0,679335,0.5,2
13446013,0,123300,0.6875,3
13445630,0,100905,0.8125,5
13445662,0,111455,0.75,4
13452652,0,208085,0.625,3
13450574,0,174915,0.6875,3
13459992,0,692295,0.5625,2
30094186,0,710855,0.5625,2
13460653,0,705800,0.6875,3
13456781,0,461705,0.5625,2
13453052,0,195630,0.6875,3
14130692,0,612490,0.4375,1
30064813,0,627365,0.4375,1
13468134,0,625795,0.4375,1
30036693,0,619445,0.5,2
13468136,0,620525,0.5,2
13455420,0,371840,0.25,1
13444915,0,107625,0.6875,3
13457552,0,346160,0.6875,3
20052368,0,43345,0.625,3
13452186,0,147300,0.75,4
30004312,0,156155,0.875,5
13448191,0,145940,0.6875,3
30106836,0,613230,0.5,2
13449278,0,165195,0.5,2
13454258,0,168645,0.6875,3
13464207,0,617575,0.375,1
20233866,0,129815,0.6875,3
13446750,0,107650,0.6875,3
13449179,0,95405,0.75,4
13454051,0,164235,0.375,1
13446018,0,88725,0.8125,5
13447073,0,100295,0.875,5
30070282,0,130035,0.75,4
13454348,0,125290,0.625,3
13469178,0,78740,0.4375,1
13451876,0,135280,0.5625,2
20141161,0,629340,0.8125,5
13459705,0,86220,0.4375,1
13458493,0,88120,0.6875,3
13458297,0,82060,0.375,1
13458697,0,83155,0.4375,1
30102997,0,64715,0.8125,5
30102030,0,595050,0.5625,2
20051478,0,45230,0.5625,2
13452149,0,13315,0.625,3
13453287,0,41245,0.6875,3
13451954,0,47795,0.6875,3
13447647,0,154420,0.75,4
14671848,0,623930,0.375,1
13447200,0,131610,0.6875,3
13441916,0,41700,0.6875,3
30006051,0,717985,0.625,3
13461132,0,718605,0.5625,2
13447797,0,155420,0.625,3
13447920,0,169255,0.6875,3
13470067,0,69525,0.5625,2
13469557,0,124370,0.4375,1
13453095,0,121195,0.8125,5
13453021,0,110625,0.625,3
13466096,0,640340,0.5625,2
30005900,0,133185,0.5,2
13442632,0,73190,1.0,5
13443127,0,72540,0.6875,3
14236856,0,70895,0.5,2
30013323,0,59670,0.625,3
13464298,0,532960,0.5625,2
13442222,0,52270,0.5625,2
13449637,0,184035,0.5,2
13451994,0,140520,0.625,3
13447130,0,132215,0.75,4
13449188,0,48825,0.75,4
