budget,job_acc,projects
120,71757725,"[58, 71, 76, 79, 148, 161, 227, 259, 328, 435, 463, 509, 510, 568, 598, 609, 644, 708, 743, 837, 901, 925, 942, 944, 967, 1014, 1015, 1017, 1033, 1034, 1044, 1073, 1152, 1158, 1162, 1164, 1217, 1228, 1243, 1247, 1252, 1264]"
200,74159750,"[58, 59, 71, 86, 88, 117, 147, 155, 161, 182, 227, 355, 374, 409, 413, 416, 436, 437, 463, 478, 513, 568, 598, 600, 620, 644, 662, 686, 708, 726, 733, 735, 834, 837, 901, 908, 917, 919, 925, 937, 944, 994, 996, 1014, 1015, 1017, 1024, 1034, 1039, 1044, 1090, 1093, 1158, 1164, 1211, 1217, 1247, 1252, 1264, 1266]"
400,104200030,"[18, 58, 76, 88, 114, 115, 118, 121, 147, 149, 156, 162, 182, 190, 191, 211, 212, 217, 222, 227, 260, 262, 279, 313, 350, 351, 365, 374, 376, 409, 413, 416, 463, 485, 509, 510, 568, 569, 576, 598, 600, 601, 615, 630, 631, 639, 686, 694, 695, 697, 699, 708, 717, 726, 735, 736, 738, 743, 753, 769, 780, 834, 837, 878, 901, 918, 925, 926, 937, 944, 947, 953, 967, 986, 994, 995, 996, 1000, 1011, 1014, 1015, 1024, 1026, 1034, 1044, 1052, 1070, 1072, 1078, 1127, 1131, 1141, 1158, 1163, 1164, 1181, 1215, 1228, 1239, 1243, 1250, 1252, 1264, 1266, 1274]"
80,51833330,"[58, 71, 161, 227, 436, 437, 568, 598, 837, 901, 908, 925, 937, 1014, 1015, 1033, 1034, 1044, 1073, 1093, 1152, 1158, 1162, 1164, 1217, 1228, 1243, 1247, 1252, 1264, 1266]"
40,38334585,"[58, 71, 227, 837, 901, 925, 937, 1015, 1033, 1034, 1044, 1073, 1093, 1162, 1164, 1217, 1247, 1252]"
160,83446755,"[58, 71, 76, 77, 147, 149, 161, 222, 227, 328, 356, 374, 409, 413, 416, 436, 437, 463, 568, 598, 600, 644, 708, 726, 837, 901, 908, 925, 937, 942, 944, 953, 993, 994, 1014, 1015, 1017, 1024, 1033, 1034, 1039, 1044, 1073, 1093, 1103, 1158, 1162, 1164, 1217, 1228, 1243, 1247, 1251, 1252, 1264, 1266]"
240,87032080,"[18, 71, 76, 77, 86, 88, 147, 148, 149, 155, 161, 182, 192, 222, 227, 259, 270, 328, 374, 376, 409, 414, 416, 463, 485, 513, 560, 568, 598, 599, 600, 616, 630, 644, 654, 694, 708, 734, 738, 743, 746, 751, 814, 831, 837, 849, 898, 901, 917, 918, 919, 920, 925, 937, 944, 953, 967, 993, 994, 995, 998, 1014, 1015, 1024, 1034, 1039, 1044, 1072, 1073, 1093, 1158, 1164, 1211, 1217, 1228, 1243, 1247, 1264, 1284, 1287]"
360,87035110,"[40, 58, 71, 76, 86, 88, 147, 148, 149, 161, 182, 190, 191, 192, 202, 218, 222, 227, 259, 262, 270, 333, 334, 350, 353, 356, 374, 409, 416, 422, 463, 478, 485, 486, 510, 513, 560, 568, 576, 587, 598, 600, 617, 620, 639, 686, 694, 699, 708, 710, 718, 724, 726, 735, 753, 768, 814, 821, 834, 895, 901, 925, 937, 944, 947, 953, 977, 978, 993, 994, 995, 1000, 1014, 1024, 1034, 1044, 1052, 1068, 1073, 1078, 1093, 1158, 1164, 1226, 1227, 1239, 1247, 1248, 1250, 1253, 1266, 1283]"
280,100050810,"[4, 6, 18, 51, 53, 58, 71, 76, 79, 86, 88, 118, 147, 148, 155, 161, 163, 182, 202, 211, 212, 227, 297, 328, 332, 342, 355, 356, 369, 374, 409, 413, 414, 430, 436, 437, 452, 463, 489, 513, 538, 568, 576, 598, 599, 600, 619, 620, 644, 662, 694, 699, 710, 726, 735, 753, 780, 830, 831, 834, 901, 908, 917, 918, 919, 925, 927, 937, 944, 953, 996, 1014, 1024, 1033, 1034, 1039, 1044, 1126, 1131, 1158, 1163, 1164, 1178, 1211, 1221, 1226, 1228, 1236, 1243, 1244, 1249, 1250, 1252, 1263, 1264, 1266, 1283]"
320,105146365,"[18, 58, 71, 76, 79, 86, 88, 114, 116, 147, 149, 161, 163, 182, 190, 191, 202, 222, 227, 328, 333, 334, 350, 355, 356, 366, 374, 377, 409, 413, 414, 416, 436, 437, 463, 513, 568, 596, 598, 600, 617, 619, 620, 640, 644, 662, 694, 699, 708, 710, 726, 734, 735, 780, 834, 901, 908, 917, 920, 925, 926, 937, 944, 947, 953, 968, 995, 998, 1014, 1024, 1034, 1039, 1044, 1073, 1094, 1133, 1156, 1158, 1162, 1163, 1164, 1171, 1209, 1217, 1246, 1247, 1248, 1250, 1252, 1264, 1266, 1273, 1283]"
