budget,job_acc,projects
80,58518690,"[58, 71, 76, 79, 118, 161, 227, 328, 374, 414, 463, 569, 709, 734, 785, 837, 901, 925, 942, 944, 996, 1033, 1035, 1044, 1073, 1158, 1162, 1217, 1247, 1264]"
120,72218385,"[58, 71, 76, 118, 149, 155, 161, 211, 212, 227, 260, 328, 333, 374, 413, 414, 452, 463, 519, 538, 630, 654, 677, 696, 708, 709, 756, 785, 815, 837, 901, 909, 917, 918, 919, 925, 942, 944, 996, 997, 1014, 1024, 1043, 1044, 1072, 1073, 1158, 1162, 1217, 1239, 1247, 1252, 1264]"
200,101890310,"[53, 58, 71, 76, 79, 155, 161, 163, 190, 202, 211, 227, 259, 279, 320, 328, 333, 334, 356, 374, 377, 414, 422, 430, 436, 463, 489, 568, 569, 644, 655, 657, 695, 708, 710, 724, 734, 735, 751, 782, 901, 909, 912, 917, 919, 925, 933, 942, 944, 995, 996, 997, 1014, 1024, 1033, 1035, 1043, 1044, 1073, 1103, 1158, 1162, 1171, 1217, 1236, 1242, 1246, 1247, 1264, 1273, 1274]"
400,135404995,"[18, 38, 59, 74, 76, 79, 86, 88, 147, 148, 155, 156, 161, 182, 190, 191, 192, 193, 202, 211, 212, 227, 231, 271, 272, 296, 313, 320, 327, 328, 333, 334, 350, 351, 356, 360, 366, 374, 376, 377, 414, 415, 422, 430, 463, 473, 485, 513, 568, 569, 576, 598, 599, 600, 639, 674, 691, 695, 699, 708, 709, 710, 734, 735, 736, 767, 768, 834, 839, 901, 909, 912, 925, 928, 933, 944, 967, 993, 994, 995, 996, 997, 1009, 1014, 1015, 1024, 1033, 1035, 1039, 1043, 1044, 1055, 1070, 1073, 1103, 1131, 1158, 1162, 1164, 1171, 1181, 1203, 1212, 1217, 1246, 1247, 1251, 1252, 1264, 1273, 1274]"
40,37015160,"[58, 79, 155, 227, 328, 709, 837, 901, 925, 979, 1033, 1034, 1091, 1158, 1177, 1178, 1217, 1236, 1242, 1247, 1264]"
160,116553295,"[58, 71, 76, 79, 118, 147, 148, 149, 155, 161, 211, 212, 227, 328, 333, 334, 374, 377, 413, 414, 463, 569, 576, 630, 644, 662, 695, 708, 709, 726, 734, 785, 837, 901, 908, 909, 917, 918, 919, 925, 937, 942, 944, 996, 997, 1014, 1015, 1024, 1033, 1035, 1039, 1043, 1044, 1056, 1072, 1073, 1093, 1158, 1162, 1171, 1217, 1239, 1246, 1247, 1252, 1256, 1264, 1273, 1274]"
240,130121210,"[71, 76, 79, 115, 118, 147, 148, 149, 155, 156, 161, 190, 191, 202, 211, 212, 227, 313, 328, 333, 334, 350, 351, 356, 374, 377, 409, 413, 414, 416, 463, 485, 489, 513, 569, 576, 598, 601, 630, 644, 674, 695, 708, 709, 710, 726, 734, 735, 837, 878, 901, 909, 917, 918, 919, 925, 944, 993, 994, 995, 996, 997, 1014, 1024, 1033, 1035, 1039, 1043, 1044, 1056, 1073, 1093, 1158, 1162, 1164, 1171, 1203, 1217, 1239, 1246, 1247, 1251, 1252, 1273, 1274, 1279]"
360,106967300,"[38, 58, 71, 76, 79, 86, 88, 147, 155, 156, 161, 183, 190, 191, 202, 211, 212, 227, 231, 271, 296, 309, 327, 328, 334, 350, 351, 356, 360, 366, 374, 409, 413, 414, 415, 416, 422, 430, 463, 466, 472, 509, 513, 568, 569, 576, 615, 619, 630, 639, 674, 686, 691, 708, 709, 710, 718, 726, 734, 735, 736, 751, 768, 798, 837, 838, 878, 901, 902, 909, 917, 920, 925, 933, 944, 979, 994, 995, 996, 997, 998, 1011, 1014, 1015, 1017, 1024, 1044, 1072, 1073, 1093, 1134, 1158, 1162, 1163, 1164, 1181, 1217, 1247, 1251, 1273, 1274, 1279, 1284]"
280,129589090,"[58, 59, 71, 75, 76, 79, 148, 155, 156, 161, 190, 191, 202, 211, 212, 227, 247, 268, 296, 327, 328, 333, 334, 342, 350, 356, 374, 377, 413, 414, 430, 463, 466, 485, 569, 576, 620, 630, 644, 677, 695, 708, 709, 710, 734, 735, 747, 768, 780, 784, 901, 909, 912, 917, 918, 919, 925, 944, 967, 968, 977, 993, 994, 995, 996, 997, 1000, 1014, 1017, 1018, 1024, 1027, 1033, 1035, 1044, 1073, 1091, 1093, 1126, 1145, 1158, 1162, 1164, 1171, 1202, 1203, 1217, 1220, 1239, 1247]"
320,115152485,"[59, 69, 70, 76, 147, 148, 155, 156, 161, 190, 191, 202, 211, 212, 227, 232, 271, 272, 296, 313, 320, 327, 333, 334, 350, 356, 360, 374, 377, 378, 413, 414, 430, 463, 464, 485, 489, 490, 513, 568, 569, 576, 598, 599, 600, 601, 625, 644, 674, 695, 699, 708, 709, 710, 726, 734, 736, 768, 781, 834, 837, 894, 901, 908, 909, 918, 925, 937, 943, 944, 967, 978, 993, 994, 995, 996, 997, 1014, 1033, 1034, 1039, 1043, 1044, 1056, 1070, 1072, 1073, 1103, 1158, 1162, 1171, 1217, 1239, 1242, 1246, 1247, 1252, 1273, 1274]"
