budget,job_acc,projects
120,60609860,"[6, 59, 64, 71, 76, 79, 147, 148, 161, 212, 227, 320, 351, 355, 360, 374, 453, 463, 478, 509, 516, 560, 657, 662, 708, 724, 813, 835, 901, 917, 919, 925, 942, 996, 1010, 1027, 1033, 1034, 1043, 1044, 1093, 1143, 1158, 1163, 1164, 1217, 1235, 1246, 1251, 1252, 1256, 1273, 1279]"
200,78421955,"[58, 71, 76, 79, 120, 147, 155, 161, 183, 190, 191, 212, 217, 227, 320, 350, 356, 374, 421, 430, 463, 478, 485, 516, 597, 600, 630, 662, 684, 708, 718, 724, 736, 838, 901, 913, 918, 925, 927, 942, 979, 994, 995, 996, 997, 1009, 1014, 1015, 1027, 1043, 1044, 1055, 1093, 1158, 1163, 1164, 1182, 1183, 1214, 1217, 1220, 1243, 1251, 1252, 1264, 1273, 1279]"
400,122939715,"[18, 19, 59, 71, 76, 79, 86, 88, 148, 155, 156, 161, 182, 190, 191, 202, 212, 222, 227, 229, 260, 262, 272, 279, 282, 283, 296, 313, 318, 320, 327, 350, 374, 376, 378, 409, 414, 430, 436, 437, 463, 465, 478, 485, 489, 490, 509, 568, 576, 587, 595, 597, 599, 600, 630, 631, 691, 694, 699, 708, 709, 710, 717, 718, 724, 743, 768, 769, 784, 821, 834, 840, 901, 912, 918, 925, 933, 944, 947, 953, 967, 977, 995, 996, 997, 1023, 1027, 1034, 1039, 1043, 1044, 1052, 1053, 1072, 1073, 1093, 1152, 1158, 1164, 1181, 1217, 1226, 1239, 1251, 1264, 1266, 1287]"
80,54355840,"[58, 71, 76, 79, 147, 161, 211, 212, 227, 320, 333, 374, 409, 416, 463, 630, 709, 724, 837, 901, 917, 918, 919, 925, 944, 993, 994, 1164, 1217, 1279]"
40,35372485,"[79, 147, 161, 227, 374, 409, 416, 576, 724, 837, 901, 925, 996, 1164, 1217, 1251, 1279]"
160,82861140,"[12, 13, 58, 71, 76, 79, 147, 148, 161, 211, 212, 227, 320, 356, 374, 376, 409, 416, 463, 465, 478, 485, 598, 600, 630, 662, 718, 724, 837, 901, 925, 942, 944, 967, 993, 994, 996, 997, 1014, 1015, 1017, 1024, 1043, 1044, 1093, 1158, 1164, 1217, 1251, 1252, 1279]"
240,93238170,"[31, 58, 71, 74, 76, 79, 120, 147, 149, 161, 171, 190, 191, 211, 212, 222, 227, 320, 327, 350, 374, 409, 413, 416, 436, 437, 463, 472, 485, 489, 490, 559, 576, 597, 600, 630, 708, 724, 726, 743, 835, 837, 894, 901, 914, 925, 942, 944, 967, 976, 978, 993, 994, 995, 996, 997, 998, 1014, 1015, 1017, 1043, 1044, 1055, 1093, 1158, 1164, 1182, 1217, 1239, 1251, 1264, 1266, 1279]"
360,98031725,"[58, 71, 76, 79, 86, 88, 147, 149, 155, 156, 161, 182, 190, 191, 211, 212, 222, 227, 249, 269, 279, 282, 318, 320, 327, 328, 333, 350, 374, 376, 413, 414, 463, 464, 465, 478, 485, 513, 568, 576, 587, 598, 599, 600, 644, 662, 678, 680, 691, 694, 699, 708, 724, 725, 726, 733, 734, 735, 743, 785, 814, 834, 838, 877, 894, 900, 901, 927, 929, 933, 942, 944, 947, 953, 967, 977, 994, 995, 996, 997, 1003, 1011, 1014, 1015, 1017, 1024, 1039, 1043, 1044, 1091, 1093, 1103, 1127, 1162, 1171, 1178, 1182, 1191, 1217, 1226, 1228, 1242, 1243, 1252, 1253, 1256, 1264, 1274, 1279, 1287]"
280,90693400,"[59, 76, 79, 120, 148, 149, 154, 161, 190, 191, 202, 205, 212, 227, 318, 320, 333, 334, 350, 354, 374, 376, 377, 414, 421, 463, 485, 489, 504, 505, 509, 510, 513, 560, 569, 576, 587, 598, 599, 600, 662, 677, 708, 710, 717, 718, 724, 726, 732, 820, 821, 830, 831, 835, 837, 838, 900, 919, 920, 925, 942, 944, 967, 977, 994, 995, 996, 997, 1011, 1014, 1023, 1024, 1027, 1033, 1035, 1043, 1044, 1073, 1090, 1093, 1162, 1164, 1171, 1183, 1211, 1217, 1220, 1242, 1243, 1246, 1251, 1257, 1273, 1274, 1279, 1289]"
320,78994655,"[56, 58, 71, 76, 79, 112, 147, 149, 161, 163, 190, 191, 192, 193, 212, 222, 227, 320, 350, 351, 374, 376, 413, 463, 465, 485, 568, 576, 597, 599, 600, 630, 662, 699, 708, 724, 768, 834, 901, 926, 942, 944, 947, 967, 994, 995, 996, 997, 1015, 1034, 1043, 1044, 1093, 1158, 1164, 1217, 1243, 1251, 1279]"
